tool	rank	metric	sample	value
Bracken_Capped_16	family	False negatives		4.0
Bracken_Capped_16	family	False positives		159.0
Bracken_Capped_16	family	Completeness		0.75
Bracken_Capped_16	family	Purity		0.07017543859649122
Bracken_Capped_16	family	F1 score		0.1283422459893048
Bracken_Capped_16	family	Jaccard index		0.06857142857142857
Bracken_Capped_16	genus	True positives		12.0
Bracken_Capped_16	genus	False negatives		10.0
Bracken_Capped_16	genus	False positives		405.0
Bracken_Capped_16	genus	Completeness		0.5454545454545454
Bracken_Capped_16	genus	Purity		0.02877697841726619
Bracken_Capped_16	genus	F1 score		0.05466970387243736
Bracken_Capped_16	genus	Jaccard index		0.02810304449648712
Bracken_Capped_16	species	True positives		4.0
Bracken_Capped_16	species	False negatives		19.0
Bracken_Capped_16	species	False positives		888.0
Bracken_Capped_16	species	Completeness		0.17391304347826086
Bracken_Capped_16	species	Purity		0.004484304932735426
Bracken_Capped_16	species	F1 score		0.008743169398907102
Bracken_Capped_16	species	Jaccard index		0.0043907793633369925
Bracken_Capped_16	strain	True positives		0.0
Bracken_Capped_16	strain	False negatives		60.0
Bracken_Capped_16	strain	False positives		0.0
Bracken_Capped_16	strain	Completeness		0.0
Bracken_Capped_16	strain	Purity		0.0
Bracken_Capped_16	strain	Jaccard index		0.0
Bracken_Capped_16	superkingdom	L1 norm error		0.3635051463723373
Bracken_Capped_16	phylum	L1 norm error		0.9930192316385414
Bracken_Capped_16	class	L1 norm error		1.1603204015374968
Bracken_Capped_16	order	L1 norm error		1.4068292158855322
Bracken_Capped_16	family	L1 norm error		1.4742217282138013
Bracken_Capped_16	genus	L1 norm error		1.7506328278033074
Bracken_Capped_16	species	L1 norm error		1.9444123327015572
Bracken_Capped_16	na	Weighted UniFrac error		0.10191607906644756
Bracken_Capped_16	na	Unweighted UniFrac error		11.628481329304597
Bracken_Capped_16	na	Weighted UniFrac (CAMI)		11.241031947661423
Bracken_Capped_16	na	Unweighted UniFrac (CAMI)		8243.586350287811
Bracken_Capped_16	superkingdom	Sum of abundances		1.0
Bracken_Capped_16	phylum	Sum of abundances		0.9999999999999999
Bracken_Capped_16	class	Sum of abundances		1.0000000000000007
Bracken_Capped_16	order	Sum of abundances		0.9999999999999986
Bracken_Capped_16	family	Sum of abundances		1.0
Bracken_Capped_16	genus	Sum of abundances		0.9999999999999908
Bracken_Capped_16	species	Sum of abundances		0.999999999999945
Bracken_Capped_16	superkingdom	Taxon counts		3.0
Bracken_Capped_16	phylum	Taxon counts		19.0
Bracken_Capped_16	class	Taxon counts		40.0
Bracken_Capped_16	order	Taxon counts		84.0
Bracken_Capped_16	family	Taxon counts		171.0
Bracken_Capped_16	genus	Taxon counts		417.0
Bracken_Capped_16	species	Taxon counts		892.0
Bracken_Capped_8	superkingdom	Bray-Curtis distance		0.18175257318616866
Bracken_Capped_8	phylum	Bray-Curtis distance		0.5664533223044926
Bracken_Capped_8	class	Bray-Curtis distance		0.6139838999768963
Bracken_Capped_8	order	Bray-Curtis distance		0.7098824105072619
Bracken_Capped_8	family	Bray-Curtis distance		0.7551186720417108
Bracken_Capped_8	genus	Bray-Curtis distance		0.878483446261583
Bracken_Capped_8	species	Bray-Curtis distance		0.9722061663507763
Bracken_Capped_8	superkingdom	Shannon diversity		0.006262891772148288
Bracken_Capped_8	superkingdom	Shannon equitability		0.00570072976312784
Bracken_Capped_8	phylum	Shannon diversity		0.8779395316952412
Bracken_Capped_8	phylum	Shannon equitability		0.30374623239962506
Bracken_Capped_8	class	Shannon diversity		1.6514609195591001
Bracken_Capped_8	class	Shannon equitability		0.4573521081097517
Bracken_Capped_8	order	Shannon diversity		1.9484483279152465
Bracken_Capped_8	order	Shannon equitability		0.4555998232481921
Bracken_Capped_8	family	Shannon diversity		2.043836815996188
Bracken_Capped_8	family	Shannon equitability		0.41125022064119754
Bracken_Capped_8	genus	Shannon diversity		2.4269735270867465
Bracken_Capped_8	genus	Shannon equitability		0.414507893213688
Bracken_Capped_8	species	Shannon diversity		2.7160669155480752
Bracken_Capped_8	species	Shannon equitability		0.4139695504954512
Bracken_Capped_8	superkingdom	True positives		1.0
Bracken_Capped_8	superkingdom	False negatives		1.0
Bracken_Capped_8	superkingdom	False positives		2.0
Bracken_Capped_8	superkingdom	Completeness		0.5
Bracken_Capped_8	superkingdom	Purity		0.3333333333333333
Bracken_Capped_8	superkingdom	F1 score		0.4
Bracken_Capped_8	superkingdom	Jaccard index		0.25
Bracken_Capped_8	phylum	True positives		6.0
Bracken_Capped_8	phylum	False negatives		0.0
Bracken_Capped_8	phylum	False positives		12.0
Bracken_Capped_8	phylum	Completeness		1.0
Bracken_Capped_8	phylum	Purity		0.3333333333333333
Bracken_Capped_8	phylum	F1 score		0.5
Bracken_Capped_8	phylum	Jaccard index		0.3333333333333333
Bracken_Capped_8	class	True positives		11.0
Bracken_Capped_8	class	False negatives		1.0
Bracken_Capped_8	class	False positives		26.0
Bracken_Capped_8	class	Completeness		0.9166666666666666
Bracken_Capped_8	class	Purity		0.2972972972972973
Bracken_Capped_8	class	F1 score		0.4489795918367347
Bracken_Capped_8	class	Jaccard index		0.2894736842105263
Bracken_Capped_8	order	True positives		13.0
Bracken_Capped_8	order	False negatives		1.0
Bracken_Capped_8	order	False positives		59.0
Bracken_Capped_8	order	Completeness		0.9285714285714286
Bracken_Capped_8	order	Purity		0.18055555555555555
Bracken_Capped_8	order	F1 score		0.3023255813953489
Bracken_Capped_8	order	Jaccard index		0.1780821917808219
Bracken_Capped_8	family	True positives		12.0
Bracken_Capped_8	family	False negatives		4.0
Bracken_Capped_8	family	False positives		132.0
Bracken_Capped_8	family	Completeness		0.75
Bracken_Capped_8	family	Purity		0.08333333333333333
Bracken_Capped_8	family	F1 score		0.15
Bracken_Capped_8	family	Jaccard index		0.08108108108108109
Bracken_Capped_8	genus	True positives		12.0
Bracken_Capped_8	genus	False negatives		10.0
Bracken_Capped_8	genus	False positives		337.0
Bracken_Capped_8	genus	Completeness		0.5454545454545454
Bracken_Capped_8	genus	Purity		0.034383954154727794
Bracken_Capped_8	genus	F1 score		0.0646900269541779
Bracken_Capped_8	genus	Jaccard index		0.033426183844011144
Bracken_Capped_8	species	True positives		4.0
Bracken_Capped_8	species	False negatives		19.0
Bracken_Capped_8	species	False positives		703.0
Bracken_Capped_8	species	Completeness		0.17391304347826086
Bracken_Capped_8	species	Purity		0.005657708628005658
Bracken_Capped_8	species	F1 score		0.010958904109589041
Bracken_Capped_8	species	Jaccard index		0.005509641873278237
Bracken_Capped_8	strain	True positives		0.0
Bracken_Capped_8	strain	False negatives		60.0
Bracken_Capped_8	strain	False positives		0.0
Bracken_Capped_8	strain	Completeness		0.0
Bracken_Capped_8	strain	Purity		0.0
Bracken_Capped_8	strain	Jaccard index		0.0
Bracken_Capped_8	superkingdom	L1 norm error		0.3635051463723373
Bracken_Capped_8	phylum	L1 norm error		1.1329066446089848
Bracken_Capped_8	class	L1 norm error		1.227967799953792
Bracken_Capped_8	order	L1 norm error		1.4197648210145226
Bracken_Capped_8	family	L1 norm error		1.5102373440834205
Bracken_Capped_8	genus	L1 norm error		1.7569668925231623
Bracken_Capped_8	species	L1 norm error		1.944412332701559
Bracken_Capped_8	na	Weighted UniFrac error		0.10639428949886191
Bracken_Capped_8	na	Unweighted UniFrac error		9.390700994217756
Bracken_Capped_8	na	Weighted UniFrac (CAMI)		11.413226651922857
Bracken_Capped_8	na	Unweighted UniFrac (CAMI)		6707.679073861863
Bracken_Capped_8	superkingdom	Sum of abundances		1.0
Bracken_Capped_8	phylum	Sum of abundances		0.9999999999999994
Bracken_Capped_8	class	Sum of abundances		0.9999999999999984
Bracken_Capped_8	order	Sum of abundances		0.9999999999999991
Bracken_Capped_8	family	Sum of abundances		0.9999999999999954
Bracken_Capped_8	genus	Sum of abundances		1.0000000000000004
Bracken_Capped_8	species	Sum of abundances		0.9999999999999516
Bracken_Capped_8	superkingdom	Taxon counts		3.0
Bracken_Capped_8	phylum	Taxon counts		18.0
Bracken_Capped_8	class	Taxon counts		37.0
Bracken_Capped_8	order	Taxon counts		72.0
Bracken_Capped_8	family	Taxon counts		144.0
Bracken_Capped_8	genus	Taxon counts		349.0
Bracken_Capped_8	species	Taxon counts		707.0
MetaPhlAn.tsv	superkingdom	Bray-Curtis distance		0.1817525731861687
MetaPhlAn.tsv	phylum	Bray-Curtis distance		0.07521674632447925
MetaPhlAn.tsv	class	Bray-Curtis distance		0.22992922992922996
MetaPhlAn.tsv	order	Bray-Curtis distance		0.36744088047058043
MetaPhlAn.tsv	family	Bray-Curtis distance		0.36872250928437744
MetaPhlAn.tsv	genus	Bray-Curtis distance		0.1784220368251181
MetaPhlAn.tsv	species	Bray-Curtis distance		0.788345901720144
MetaPhlAn.tsv	superkingdom	Shannon diversity		0.0
MetaPhlAn.tsv	superkingdom	Shannon equitability		0.0
MetaPhlAn.tsv	phylum	Shannon diversity		1.5201657540808362
MetaPhlAn.tsv	phylum	Shannon equitability		0.9445320893315794
MetaPhlAn.tsv	class	Shannon diversity		2.052064300139425
MetaPhlAn.tsv	class	Shannon equitability		0.8557772824434667
MetaPhlAn.tsv	order	Shannon diversity		1.960832175246223
MetaPhlAn.tsv	order	Shannon equitability		0.7890969165435294
MetaPhlAn.tsv	family	Shannon diversity		2.127654250112368
MetaPhlAn.tsv	family	Shannon equitability		0.7361178520720942
MetaPhlAn.tsv	genus	Shannon diversity		2.238637009576204
MetaPhlAn.tsv	genus	Shannon equitability		0.7242336665884348
MetaPhlAn.tsv	species	Shannon diversity		2.244617873139677
MetaPhlAn.tsv	species	Shannon equitability		0.7158737087558374
MetaPhlAn.tsv	superkingdom	True positives		1.0
MetaPhlAn.tsv	superkingdom	False negatives		1.0
MetaPhlAn.tsv	superkingdom	False positives		0.0
MetaPhlAn.tsv	superkingdom	Completeness		0.5
MetaPhlAn.tsv	superkingdom	Purity		1.0
MetaPhlAn.tsv	superkingdom	F1 score		0.6666666666666666
MetaPhlAn.tsv	superkingdom	Jaccard index		0.5
MetaPhlAn.tsv	phylum	True positives		5.0
MetaPhlAn.tsv	phylum	False negatives		1.0
MetaPhlAn.tsv	phylum	False positives		0.0
MetaPhlAn.tsv	phylum	Completeness		0.8333333333333334
MetaPhlAn.tsv	phylum	Purity		1.0
MetaPhlAn.tsv	phylum	F1 score		0.9090909090909091
MetaPhlAn.tsv	phylum	Jaccard index		0.8333333333333334
MetaPhlAn.tsv	class	True positives		10.0
MetaPhlAn.tsv	class	False negatives		2.0
MetaPhlAn.tsv	class	False positives		1.0
MetaPhlAn.tsv	class	Completeness		0.8333333333333334
MetaPhlAn.tsv	class	Purity		0.9090909090909091
MetaPhlAn.tsv	class	F1 score		0.8695652173913043
MetaPhlAn.tsv	class	Jaccard index		0.7692307692307693
MetaPhlAn.tsv	order	True positives		11.0
MetaPhlAn.tsv	order	False negatives		3.0
MetaPhlAn.tsv	order	False positives		1.0
MetaPhlAn.tsv	order	Completeness		0.7857142857142857
MetaPhlAn.tsv	order	Purity		0.9166666666666666
MetaPhlAn.tsv	order	F1 score		0.8461538461538461
MetaPhlAn.tsv	order	Jaccard index		0.7333333333333333
MetaPhlAn.tsv	family	True positives		13.0
MetaPhlAn.tsv	family	False negatives		3.0
MetaPhlAn.tsv	family	False positives		5.0
MetaPhlAn.tsv	family	Completeness		0.8125
MetaPhlAn.tsv	family	Purity		0.7222222222222222
MetaPhlAn.tsv	family	F1 score		0.7647058823529411
MetaPhlAn.tsv	family	Jaccard index		0.6190476190476191
MetaPhlAn.tsv	genus	True positives		17.0
MetaPhlAn.tsv	genus	False negatives		5.0
MetaPhlAn.tsv	genus	False positives		5.0
MetaPhlAn.tsv	genus	Completeness		0.7727272727272727
MetaPhlAn.tsv	genus	Purity		0.7727272727272727
MetaPhlAn.tsv	genus	F1 score		0.7727272727272727
MetaPhlAn.tsv	genus	Jaccard index		0.6296296296296297
MetaPhlAn.tsv	species	True positives		17.0
MetaPhlAn.tsv	species	False negatives		6.0
MetaPhlAn.tsv	species	False positives		6.0
MetaPhlAn.tsv	species	Completeness		0.7391304347826086
MetaPhlAn.tsv	species	Purity		0.7391304347826086
MetaPhlAn.tsv	species	F1 score		0.7391304347826085
MetaPhlAn.tsv	species	Jaccard index		0.5862068965517241
MetaPhlAn.tsv	strain	True positives		0.0
MetaPhlAn.tsv	strain	False negatives		60.0
MetaPhlAn.tsv	strain	False positives		0.0
MetaPhlAn.tsv	strain	Completeness		0.0
MetaPhlAn.tsv	strain	Purity		0.0
MetaPhlAn.tsv	strain	Jaccard index		0.0
MetaPhlAn.tsv	superkingdom	L1 norm error		0.3635051463723374
MetaPhlAn.tsv	phylum	L1 norm error		0.15043349264895847
MetaPhlAn.tsv	class	L1 norm error		0.45985845985845986
MetaPhlAn.tsv	order	L1 norm error		0.7348817609411609
MetaPhlAn.tsv	family	L1 norm error		0.7374450185687548
MetaPhlAn.tsv	genus	L1 norm error		0.3568440736502362
MetaPhlAn.tsv	species	L1 norm error		1.5766918034402877
MetaPhlAn.tsv	na	Weighted UniFrac error		0.04044111124459951
MetaPhlAn.tsv	na	Unweighted UniFrac error		0.5439028755655683
MetaPhlAn.tsv	na	Weighted UniFrac (CAMI)		8.070428571379487
MetaPhlAn.tsv	na	Unweighted UniFrac (CAMI)		596.3715607265789
MetaPhlAn.tsv	superkingdom	Sum of abundances		1.0
MetaPhlAn.tsv	phylum	Sum of abundances		0.9999999999999999
MetaPhlAn.tsv	class	Sum of abundances		1.0
MetaPhlAn.tsv	order	Sum of abundances		1.0
MetaPhlAn.tsv	family	Sum of abundances		0.9999999999999999
MetaPhlAn.tsv	genus	Sum of abundances		0.9999999999999993
MetaPhlAn.tsv	species	Sum of abundances		0.9999999999999993
MetaPhlAn.tsv	superkingdom	Taxon counts		1.0
MetaPhlAn.tsv	phylum	Taxon counts		5.0
MetaPhlAn.tsv	class	Taxon counts		11.0
MetaPhlAn.tsv	order	Taxon counts		12.0
MetaPhlAn.tsv	family	Taxon counts		18.0
MetaPhlAn.tsv	genus	Taxon counts		22.0
MetaPhlAn.tsv	species	Taxon counts		23.0
