tool	rank	metric	sample	value
B_C16.tsv	order	Sum of abundances (unfiltered)		0.9999999999999986
B_C16.tsv	family	Sum of abundances (unfiltered)		1.0
B_C16.tsv	genus	Sum of abundances (unfiltered)		0.9999999999999908
B_C16.tsv	species	Sum of abundances (unfiltered)		0.999999999999945
B_C16.tsv	superkingdom	Taxon counts (unfiltered)		3.0
B_C16.tsv	phylum	Taxon counts (unfiltered)		19.0
B_C16.tsv	class	Taxon counts (unfiltered)		40.0
B_C16.tsv	order	Taxon counts (unfiltered)		84.0
B_C16.tsv	family	Taxon counts (unfiltered)		171.0
B_C16.tsv	genus	Taxon counts (unfiltered)		417.0
B_C16.tsv	species	Taxon counts (unfiltered)		892.0
B_C16.tsv	superkingdom	Bray-Curtis distance		0.18134320385116076
B_C16.tsv	phylum	Bray-Curtis distance		0.606491103380338
B_C16.tsv	class	Bray-Curtis distance		0.5760786493500091
B_C16.tsv	order	Bray-Curtis distance		0.7171784577878586
B_C16.tsv	family	Bray-Curtis distance		0.728482971116424
B_C16.tsv	genus	Bray-Curtis distance		0.8807431999723013
B_C16.tsv	species	Bray-Curtis distance		0.9694256494260717
B_C16.tsv	superkingdom	Shannon diversity		0.0009995997431859638
B_C16.tsv	superkingdom	Shannon equitability		0.0
B_C16.tsv	phylum	Shannon diversity		0.557519738564519
B_C16.tsv	phylum	Shannon equitability		0.804330962024743
B_C16.tsv	class	Shannon diversity		1.4910512166205494
B_C16.tsv	class	Shannon equitability		0.9264422101039587
B_C16.tsv	order	Shannon diversity		1.4063431358331742
B_C16.tsv	order	Shannon equitability		0.8738101202712646
B_C16.tsv	family	Shannon diversity		1.3486461405088943
B_C16.tsv	family	Shannon equitability		0.7526937424753405
B_C16.tsv	genus	Shannon diversity		1.621319948710124
B_C16.tsv	genus	Shannon equitability		0.7378945081142834
B_C16.tsv	species	Shannon diversity		1.759467297180435
B_C16.tsv	species	Shannon equitability		0.6497173857649722
B_C16.tsv	superkingdom	True positives		1.0
B_C16.tsv	superkingdom	False negatives		1.0
B_C16.tsv	superkingdom	False positives		0.0
B_C16.tsv	superkingdom	Completeness		0.5
B_C16.tsv	superkingdom	Purity		1.0
B_C16.tsv	superkingdom	F1 score		0.6666666666666666
B_C16.tsv	superkingdom	Jaccard index		0.5
B_C16.tsv	phylum	True positives		2.0
B_C16.tsv	phylum	False negatives		4.0
B_C16.tsv	phylum	False positives		0.0
B_C16.tsv	phylum	Completeness		0.3333333333333333
B_C16.tsv	phylum	Purity		1.0
B_C16.tsv	phylum	F1 score		0.5
B_C16.tsv	phylum	Jaccard index		0.3333333333333333
B_C16.tsv	class	True positives		5.0
B_C16.tsv	class	False negatives		7.0
B_C16.tsv	class	False positives		0.0
B_C16.tsv	class	Completeness		0.4166666666666667
B_C16.tsv	class	Purity		1.0
B_C16.tsv	class	F1 score		0.5882352941176471
B_C16.tsv	class	Jaccard index		0.4166666666666667
B_C16.tsv	order	True positives		4.0
B_C16.tsv	order	False negatives		10.0
B_C16.tsv	order	False positives		1.0
B_C16.tsv	order	Completeness		0.2857142857142857
B_C16.tsv	order	Purity		0.8
B_C16.tsv	order	F1 score		0.4210526315789473
B_C16.tsv	order	Jaccard index		0.26666666666666666
B_C16.tsv	family	True positives		4.0
B_C16.tsv	family	False negatives		12.0
B_C16.tsv	family	False positives		2.0
B_C16.tsv	family	Completeness		0.25
B_C16.tsv	family	Purity		0.6666666666666666
B_C16.tsv	family	F1 score		0.36363636363636365
B_C16.tsv	family	Jaccard index		0.2222222222222222
B_C16.tsv	genus	True positives		3.0
B_C16.tsv	genus	False negatives		19.0
B_C16.tsv	genus	False positives		6.0
B_C16.tsv	genus	Completeness		0.13636363636363635
B_C16.tsv	genus	Purity		0.3333333333333333
B_C16.tsv	genus	F1 score		0.1935483870967742
B_C16.tsv	genus	Jaccard index		0.10714285714285714
B_C16.tsv	species	True positives		3.0
B_C16.tsv	species	False negatives		20.0
B_C16.tsv	species	False positives		12.0
B_C16.tsv	species	Completeness		0.13043478260869565
B_C16.tsv	species	Purity		0.2
B_C16.tsv	species	F1 score		0.15789473684210528
B_C16.tsv	species	Jaccard index		0.08571428571428572
B_C16.tsv	strain	True positives		0.0
B_C16.tsv	strain	False negatives		60.0
B_C16.tsv	strain	False positives		0.0
B_C16.tsv	strain	Completeness		0.0
B_C16.tsv	strain	Purity		0.0
B_C16.tsv	strain	Jaccard index		0.0
B_C16.tsv	superkingdom	L1 norm error		0.3625050463623364
B_C16.tsv	phylum	L1 norm error		1.0923514600353021
B_C16.tsv	class	L1 norm error		1.1040690599293337
B_C16.tsv	order	L1 norm error		1.3097331679589188
B_C16.tsv	family	L1 norm error		1.3163116709426077
B_C16.tsv	genus	L1 norm error		1.5970607802577081
B_C16.tsv	species	L1 norm error		1.7454782797167343
B_C16.tsv	na	Weighted UniFrac error		0.09765074569254073
B_C16.tsv	na	Unweighted UniFrac error		0.7884041962822699
B_C16.tsv	na	Weighted UniFrac (CAMI)		10.749094217036031
B_C16.tsv	na	Unweighted UniFrac (CAMI)		776.9971141873622
B_C16.tsv	superkingdom	Sum of abundances		0.9989998999899989
B_C16.tsv	phylum	Sum of abundances		0.8011005502751377
B_C16.tsv	class	Sum of abundances		0.9165248723851462
B_C16.tsv	order	Sum of abundances		0.8262304921968782
B_C16.tsv	family	Sum of abundances		0.8069216757741324
B_C16.tsv	genus	Sum of abundances		0.8133103727714669
B_C16.tsv	species	Sum of abundances		0.8005282620179365
B_C16.tsv	superkingdom	Taxon counts		1.0
B_C16.tsv	phylum	Taxon counts		2.0
B_C16.tsv	class	Taxon counts		5.0
B_C16.tsv	order	Taxon counts		5.0
B_C16.tsv	family	Taxon counts		6.0
B_C16.tsv	genus	Taxon counts		9.0
B_C16.tsv	species	Taxon counts		15.0
B_PlusPF.tsv	superkingdom	Bray-Curtis distance (unfiltered)		0.18165258318516875
B_PlusPF.tsv	phylum	Bray-Curtis distance (unfiltered)		0.4696929381400013
B_PlusPF.tsv	class	Bray-Curtis distance (unfiltered)		0.5568739515757493
B_PlusPF.tsv	order	Bray-Curtis distance (unfiltered)		0.6962525447926483
B_PlusPF.tsv	family	Bray-Curtis distance (unfiltered)		0.6922553068484998
B_PlusPF.tsv	genus	Bray-Curtis distance (unfiltered)		0.8617873322502422
B_PlusPF.tsv	species	Bray-Curtis distance (unfiltered)		0.9722061663507761
B_PlusPF.tsv	superkingdom	Shannon diversity (unfiltered)		0.016822849241710205
B_PlusPF.tsv	superkingdom	Shannon equitability (unfiltered)		0.012135120587318986
B_PlusPF.tsv	phylum	Shannon diversity (unfiltered)		1.2277862132685877
B_PlusPF.tsv	phylum	Shannon equitability (unfiltered)		0.3814332332372158
B_PlusPF.tsv	class	Shannon diversity (unfiltered)		2.0946375702016073
B_PlusPF.tsv	class	Shannon equitability (unfiltered)		0.5327391817094016
B_PlusPF.tsv	order	Shannon diversity (unfiltered)		2.5014394718087836
B_PlusPF.tsv	order	Shannon equitability (unfiltered)		0.5252725973594697
B_PlusPF.tsv	family	Shannon diversity (unfiltered)		2.986221163352924
B_PlusPF.tsv	family	Shannon equitability (unfiltered)		0.5420240834176959
B_PlusPF.tsv	genus	Shannon diversity (unfiltered)		3.4957810116856307
B_PlusPF.tsv	genus	Shannon equitability (unfiltered)		0.5439644114864802
B_PlusPF.tsv	species	Shannon diversity (unfiltered)		4.370991541328022
B_PlusPF.tsv	species	Shannon equitability (unfiltered)		0.5999007043018169
B_PlusPF.tsv	superkingdom	True positives (unfiltered)		2.0
B_PlusPF.tsv	superkingdom	False negatives (unfiltered)		0.0
B_PlusPF.tsv	superkingdom	False positives (unfiltered)		2.0
B_PlusPF.tsv	superkingdom	Completeness (unfiltered)		1.0
B_PlusPF.tsv	superkingdom	Purity (unfiltered)		0.5
B_PlusPF.tsv	superkingdom	F1 score (unfiltered)		0.6666666666666666
B_PlusPF.tsv	superkingdom	Jaccard index (unfiltered)		0.5
B_PlusPF.tsv	phylum	True positives (unfiltered)		6.0
B_PlusPF.tsv	phylum	False negatives (unfiltered)		0.0
B_PlusPF.tsv	phylum	False positives (unfiltered)		19.0
B_PlusPF.tsv	phylum	Completeness (unfiltered)		1.0
B_PlusPF.tsv	phylum	Purity (unfiltered)		0.24
B_PlusPF.tsv	phylum	F1 score (unfiltered)		0.3870967741935484
B_PlusPF.tsv	phylum	Jaccard index (unfiltered)		0.24
B_PlusPF.tsv	class	True positives (unfiltered)		12.0
B_PlusPF.tsv	class	False negatives (unfiltered)		0.0
B_PlusPF.tsv	class	False positives (unfiltered)		39.0
B_PlusPF.tsv	class	Completeness (unfiltered)		1.0
B_PlusPF.tsv	class	Purity (unfiltered)		0.23529411764705882
B_PlusPF.tsv	class	F1 score (unfiltered)		0.38095238095238093
B_PlusPF.tsv	class	Jaccard index (unfiltered)		0.23529411764705882
B_PlusPF.tsv	order	True positives (unfiltered)		13.0
B_PlusPF.tsv	order	False negatives (unfiltered)		1.0
B_PlusPF.tsv	order	False positives (unfiltered)		104.0
B_PlusPF.tsv	order	Completeness (unfiltered)		0.9285714285714286
B_PlusPF.tsv	order	Purity (unfiltered)		0.1111111111111111
B_PlusPF.tsv	order	F1 score (unfiltered)		0.19847328244274806
B_PlusPF.tsv	order	Jaccard index (unfiltered)		0.11016949152542373
B_PlusPF.tsv	family	True positives (unfiltered)		13.0
B_PlusPF.tsv	family	False negatives (unfiltered)		3.0
B_PlusPF.tsv	family	False positives (unfiltered)		234.0
B_PlusPF.tsv	family	Completeness (unfiltered)		0.8125
B_PlusPF.tsv	family	Purity (unfiltered)		0.05263157894736842
B_PlusPF.tsv	family	F1 score (unfiltered)		0.09885931558935361
B_PlusPF.tsv	family	Jaccard index (unfiltered)		0.052
B_PlusPF.tsv	genus	True positives (unfiltered)		12.0
B_PlusPF.tsv	genus	False negatives (unfiltered)		10.0
B_PlusPF.tsv	genus	False positives (unfiltered)		606.0
B_PlusPF.tsv	genus	Completeness (unfiltered)		0.5454545454545454
B_PlusPF.tsv	genus	Purity (unfiltered)		0.019417475728155338
B_PlusPF.tsv	genus	F1 score (unfiltered)		0.0375
B_PlusPF.tsv	genus	Jaccard index (unfiltered)		0.01910828025477707
B_PlusPF.tsv	species	True positives (unfiltered)		4.0
B_PlusPF.tsv	species	False negatives (unfiltered)		19.0
B_PlusPF.tsv	species	False positives (unfiltered)		1456.0
B_PlusPF.tsv	species	Completeness (unfiltered)		0.17391304347826086
B_PlusPF.tsv	species	Purity (unfiltered)		0.0027397260273972603
B_PlusPF.tsv	species	F1 score (unfiltered)		0.005394470667565745
B_PlusPF.tsv	species	Jaccard index (unfiltered)		0.002704530087897228
B_PlusPF.tsv	strain	True positives (unfiltered)		0.0
B_PlusPF.tsv	strain	False negatives (unfiltered)		60.0
B_PlusPF.tsv	strain	False positives (unfiltered)		0.0
B_PlusPF.tsv	strain	Completeness (unfiltered)		0.0
B_PlusPF.tsv	strain	Purity (unfiltered)		0.0
B_PlusPF.tsv	strain	Jaccard index (unfiltered)		0.0
B_PlusPF.tsv	superkingdom	L1 norm error (unfiltered)		0.36330516637033744
B_PlusPF.tsv	phylum	L1 norm error (unfiltered)		0.9393858762800026
B_PlusPF.tsv	class	L1 norm error (unfiltered)		1.1137479031514979
B_PlusPF.tsv	order	L1 norm error (unfiltered)		1.3925050895852964
B_PlusPF.tsv	family	L1 norm error (unfiltered)		1.3845106136970018
B_PlusPF.tsv	genus	L1 norm error (unfiltered)		1.723574664500463
B_PlusPF.tsv	species	L1 norm error (unfiltered)		1.94441233270155
B_PlusPF.tsv	na	Weighted UniFrac error (unfiltered)		0.10046616858469774
B_PlusPF.tsv	na	Unweighted UniFrac error (unfiltered)		18.127753932144923
B_PlusPF.tsv	na	Weighted UniFrac (CAMI) (unfiltered)		11.084970109358169
B_PlusPF.tsv	na	Unweighted UniFrac (CAMI) (unfiltered)		12804.109936456853
B_PlusPF.tsv	superkingdom	Sum of abundances (unfiltered)		1.0
B_PlusPF.tsv	phylum	Sum of abundances (unfiltered)		1.0000000000000002
B_PlusPF.tsv	class	Sum of abundances (unfiltered)		0.9999999999999991
B_PlusPF.tsv	order	Sum of abundances (unfiltered)		0.9999999999999986
B_PlusPF.tsv	family	Sum of abundances (unfiltered)		1.000000000000002
B_PlusPF.tsv	genus	Sum of abundances (unfiltered)		0.9999999999999768
B_PlusPF.tsv	species	Sum of abundances (unfiltered)		1.0000000000000016
B_PlusPF.tsv	superkingdom	Taxon counts (unfiltered)		4.0
B_PlusPF.tsv	phylum	Taxon counts (unfiltered)		25.0
B_PlusPF.tsv	class	Taxon counts (unfiltered)		51.0
B_PlusPF.tsv	order	Taxon counts (unfiltered)		117.0
B_PlusPF.tsv	family	Taxon counts (unfiltered)		247.0
B_PlusPF.tsv	genus	Taxon counts (unfiltered)		618.0
B_PlusPF.tsv	species	Taxon counts (unfiltered)		1460.0
B_PlusPF.tsv	superkingdom	Bray-Curtis distance		0.18089259641007682
B_PlusPF.tsv	phylum	Bray-Curtis distance		0.4761800421672465
B_PlusPF.tsv	class	Bray-Curtis distance		0.5581756695454191
B_PlusPF.tsv	order	Bray-Curtis distance		0.6970544898223813
B_PlusPF.tsv	family	Bray-Curtis distance		0.6824987447460469
B_PlusPF.tsv	genus	Bray-Curtis distance		0.8571174184707169
B_PlusPF.tsv	species	Bray-Curtis distance		0.9691244402286251
B_PlusPF.tsv	superkingdom	Shannon diversity		0.0020975839172727717
B_PlusPF.tsv	superkingdom	Shannon equitability		0.0
B_PlusPF.tsv	phylum	Shannon diversity		0.9180212654811495
B_PlusPF.tsv	phylum	Shannon equitability		0.835618966718552
B_PlusPF.tsv	class	Shannon diversity		1.4732850527891468
B_PlusPF.tsv	class	Shannon equitability		0.9154034718623988
B_PlusPF.tsv	order	Shannon diversity		1.55779229778582
B_PlusPF.tsv	order	Shannon equitability		0.8694204353539512
B_PlusPF.tsv	family	Shannon diversity		1.8304742173604194
B_PlusPF.tsv	family	Shannon equitability		0.7366370151235203
B_PlusPF.tsv	genus	Shannon diversity		2.022885930314064
B_PlusPF.tsv	genus	Shannon equitability		0.6451569644227892
B_PlusPF.tsv	species	Shannon diversity		2.6355221046128436
B_PlusPF.tsv	species	Shannon equitability		0.5710624662986443
B_PlusPF.tsv	superkingdom	True positives		1.0
B_PlusPF.tsv	superkingdom	False negatives		1.0
B_PlusPF.tsv	superkingdom	False positives		0.0
B_PlusPF.tsv	superkingdom	Completeness		0.5
B_PlusPF.tsv	superkingdom	Purity		1.0
B_PlusPF.tsv	superkingdom	F1 score		0.6666666666666666
B_PlusPF.tsv	superkingdom	Jaccard index		0.5
B_PlusPF.tsv	phylum	True positives		3.0
B_PlusPF.tsv	phylum	False negatives		3.0
B_PlusPF.tsv	phylum	False positives		0.0
B_PlusPF.tsv	phylum	Completeness		0.5
B_PlusPF.tsv	phylum	Purity		1.0
B_PlusPF.tsv	phylum	F1 score		0.6666666666666666
B_PlusPF.tsv	phylum	Jaccard index		0.5
B_PlusPF.tsv	class	True positives		5.0
B_PlusPF.tsv	class	False negatives		7.0
B_PlusPF.tsv	class	False positives		0.0
B_PlusPF.tsv	class	Completeness		0.4166666666666667
B_PlusPF.tsv	class	Purity		1.0
B_PlusPF.tsv	class	F1 score		0.5882352941176471
B_PlusPF.tsv	class	Jaccard index		0.4166666666666667
B_PlusPF.tsv	order	True positives		5.0
B_PlusPF.tsv	order	False negatives		9.0
B_PlusPF.tsv	order	False positives		1.0
B_PlusPF.tsv	order	Completeness		0.35714285714285715
B_PlusPF.tsv	order	Purity		0.8333333333333334
B_PlusPF.tsv	order	F1 score		0.5
B_PlusPF.tsv	order	Jaccard index		0.3333333333333333
B_PlusPF.tsv	family	True positives		6.0
B_PlusPF.tsv	family	False negatives		10.0
B_PlusPF.tsv	family	False positives		6.0
B_PlusPF.tsv	family	Completeness		0.375
B_PlusPF.tsv	family	Purity		0.5
B_PlusPF.tsv	family	F1 score		0.42857142857142855
B_PlusPF.tsv	family	Jaccard index		0.2727272727272727
B_PlusPF.tsv	genus	True positives		5.0
B_PlusPF.tsv	genus	False negatives		17.0
B_PlusPF.tsv	genus	False positives		18.0
B_PlusPF.tsv	genus	Completeness		0.22727272727272727
B_PlusPF.tsv	genus	Purity		0.21739130434782608
B_PlusPF.tsv	genus	F1 score		0.22222222222222224
B_PlusPF.tsv	genus	Jaccard index		0.125
B_PlusPF.tsv	species	True positives		4.0
B_PlusPF.tsv	species	False negatives		19.0
B_PlusPF.tsv	species	False positives		97.0
B_PlusPF.tsv	species	Completeness		0.17391304347826086
B_PlusPF.tsv	species	Purity		0.039603960396039604
B_PlusPF.tsv	species	F1 score		0.06451612903225806
B_PlusPF.tsv	species	Jaccard index		0.03333333333333333
B_PlusPF.tsv	strain	True positives		0.0
B_PlusPF.tsv	strain	False negatives		60.0
B_PlusPF.tsv	strain	False positives		0.0
B_PlusPF.tsv	strain	Completeness		0.0
B_PlusPF.tsv	strain	Purity		0.0
B_PlusPF.tsv	strain	Jaccard index		0.0
B_PlusPF.tsv	superkingdom	L1 norm error		0.36140535635133936
B_PlusPF.tsv	phylum	L1 norm error		0.9124898489087806
B_PlusPF.tsv	class	L1 norm error		1.0264103532437971
B_PlusPF.tsv	order	L1 norm error		1.2626076241014428
B_PlusPF.tsv	family	L1 norm error		1.2354463904031092
B_PlusPF.tsv	genus	L1 norm error		1.5441487238942255
B_PlusPF.tsv	species	L1 norm error		1.7447899682831798
B_PlusPF.tsv	na	Weighted UniFrac error		0.09432081733200548
B_PlusPF.tsv	na	Unweighted UniFrac error		0.8907502003926391
B_PlusPF.tsv	na	Weighted UniFrac (CAMI)		10.51014238453814
B_PlusPF.tsv	na	Unweighted UniFrac (CAMI)		1114.7899194564495
B_PlusPF.tsv	superkingdom	Sum of abundances		0.997900209979002
B_PlusPF.tsv	phylum	Sum of abundances		0.9162706709750998
B_PlusPF.tsv	class	Sum of abundances		0.8388661656996096
B_PlusPF.tsv	order	Sum of abundances		0.811347093429055
B_PlusPF.tsv	family	Sum of abundances		0.8101811906816181
B_PlusPF.tsv	genus	Sum of abundances		0.8015603120624027
B_PlusPF.tsv	species	Sum of abundances		0.800377635581625
B_PlusPF.tsv	superkingdom	Taxon counts		1.0
B_PlusPF.tsv	phylum	Taxon counts		3.0
B_PlusPF.tsv	class	Taxon counts		5.0
B_PlusPF.tsv	order	Taxon counts		6.0
B_PlusPF.tsv	family	Taxon counts		12.0
B_PlusPF.tsv	genus	Taxon counts		23.0
B_PlusPF.tsv	species	Taxon counts		101.0
K_C8.tsv	superkingdom	Bray-Curtis distance (unfiltered)		0.18175257318616864
K_C8.tsv	phylum	Bray-Curtis distance (unfiltered)		0.5641390301899537
K_C8.tsv	class	Bray-Curtis distance (unfiltered)		0.6117383946331315
K_C8.tsv	order	Bray-Curtis distance (unfiltered)		0.709808768485008
K_C8.tsv	family	Bray-Curtis distance (unfiltered)		0.7663306576709575
K_C8.tsv	genus	Bray-Curtis distance (unfiltered)		0.8797821265064187
K_C8.tsv	species	Bray-Curtis distance (unfiltered)		0.9722061663507767
K_C8.tsv	strain	Bray-Curtis distance (unfiltered)		1.0
K_C8.tsv	superkingdom	Shannon diversity (unfiltered)		0.008487978620041255
K_C8.tsv	superkingdom	Shannon equitability (unfiltered)		0.007726091094731481
K_C8.tsv	phylum	Shannon diversity (unfiltered)		0.8717886559394735
K_C8.tsv	phylum	Shannon equitability (unfiltered)		0.4480107451840484
K_C8.tsv	class	Shannon diversity (unfiltered)		1.641648700148606
K_C8.tsv	class	Shannon equitability (unfiltered)		0.6220587486774825
K_C8.tsv	order	Shannon diversity (unfiltered)		1.8868116796529795
K_C8.tsv	order	Shannon equitability (unfiltered)		0.5265248243576678
K_C8.tsv	family	Shannon diversity (unfiltered)		1.8537930790274337
K_C8.tsv	family	Shannon equitability (unfiltered)		0.45851337423685984
K_C8.tsv	genus	Shannon diversity (unfiltered)		2.014683829816067
K_C8.tsv	genus	Shannon equitability (unfiltered)		0.462432517287805
K_C8.tsv	species	Shannon diversity (unfiltered)		2.2938767741609993
K_C8.tsv	species	Shannon equitability (unfiltered)		0.5515607744154077
K_C8.tsv	strain	Shannon diversity (unfiltered)		1.349792396172401
K_C8.tsv	strain	Shannon equitability (unfiltered)		0.753333479941888
K_C8.tsv	superkingdom	True positives (unfiltered)		1.0
K_C8.tsv	superkingdom	False negatives (unfiltered)		1.0
K_C8.tsv	superkingdom	False positives (unfiltered)		2.0
K_C8.tsv	superkingdom	Completeness (unfiltered)		0.5
K_C8.tsv	superkingdom	Purity (unfiltered)		0.3333333333333333
K_C8.tsv	superkingdom	F1 score (unfiltered)		0.4
K_C8.tsv	superkingdom	Jaccard index (unfiltered)		0.25
K_C8.tsv	phylum	True positives (unfiltered)		4.0
K_C8.tsv	phylum	False negatives (unfiltered)		2.0
K_C8.tsv	phylum	False positives (unfiltered)		3.0
K_C8.tsv	phylum	Completeness (unfiltered)		0.6666666666666666
K_C8.tsv	phylum	Purity (unfiltered)		0.5714285714285714
K_C8.tsv	phylum	F1 score (unfiltered)		0.6153846153846153
K_C8.tsv	phylum	Jaccard index (unfiltered)		0.4444444444444444
K_C8.tsv	class	True positives (unfiltered)		9.0
K_C8.tsv	class	False negatives (unfiltered)		3.0
K_C8.tsv	class	False positives (unfiltered)		5.0
K_C8.tsv	class	Completeness (unfiltered)		0.75
K_C8.tsv	class	Purity (unfiltered)		0.6428571428571429
K_C8.tsv	class	F1 score (unfiltered)		0.6923076923076924
K_C8.tsv	class	Jaccard index (unfiltered)		0.5294117647058824
K_C8.tsv	order	True positives (unfiltered)		12.0
K_C8.tsv	order	False negatives (unfiltered)		2.0
K_C8.tsv	order	False positives (unfiltered)		24.0
K_C8.tsv	order	Completeness (unfiltered)		0.8571428571428571
K_C8.tsv	order	Purity (unfiltered)		0.3333333333333333
K_C8.tsv	order	F1 score (unfiltered)		0.48
K_C8.tsv	order	Jaccard index (unfiltered)		0.3157894736842105
K_C8.tsv	family	True positives (unfiltered)		11.0
K_C8.tsv	family	False negatives (unfiltered)		5.0
K_C8.tsv	family	False positives (unfiltered)		46.0
K_C8.tsv	family	Completeness (unfiltered)		0.6875
K_C8.tsv	family	Purity (unfiltered)		0.19298245614035087
K_C8.tsv	family	F1 score (unfiltered)		0.30136986301369867
K_C8.tsv	family	Jaccard index (unfiltered)		0.1774193548387097
K_C8.tsv	genus	True positives (unfiltered)		9.0
K_C8.tsv	genus	False negatives (unfiltered)		13.0
K_C8.tsv	genus	False positives (unfiltered)		69.0
K_C8.tsv	genus	Completeness (unfiltered)		0.4090909090909091
K_C8.tsv	genus	Purity (unfiltered)		0.11538461538461539
K_C8.tsv	genus	F1 score (unfiltered)		0.18000000000000002
K_C8.tsv	genus	Jaccard index (unfiltered)		0.0989010989010989
K_C8.tsv	species	True positives (unfiltered)		4.0
K_C8.tsv	species	False negatives (unfiltered)		19.0
K_C8.tsv	species	False positives (unfiltered)		60.0
K_C8.tsv	species	Completeness (unfiltered)		0.17391304347826086
K_C8.tsv	species	Purity (unfiltered)		0.0625
K_C8.tsv	species	F1 score (unfiltered)		0.09195402298850575
K_C8.tsv	species	Jaccard index (unfiltered)		0.04819277108433735
K_C8.tsv	strain	True positives (unfiltered)		0.0
K_C8.tsv	strain	False negatives (unfiltered)		60.0
K_C8.tsv	strain	False positives (unfiltered)		6.0
K_C8.tsv	strain	Completeness (unfiltered)		0.0
K_C8.tsv	strain	Purity (unfiltered)		0.0
K_C8.tsv	strain	Jaccard index (unfiltered)		0.0
K_C8.tsv	superkingdom	L1 norm error (unfiltered)		0.3635051463723372
K_C8.tsv	phylum	L1 norm error (unfiltered)		1.1282780603799076
K_C8.tsv	class	L1 norm error (unfiltered)		1.2234767892662624
K_C8.tsv	order	L1 norm error (unfiltered)		1.4196175369700146
K_C8.tsv	family	L1 norm error (unfiltered)		1.5326613153419129
K_C8.tsv	genus	L1 norm error (unfiltered)		1.7595642530128348
K_C8.tsv	species	L1 norm error (unfiltered)		1.944412332701556
K_C8.tsv	strain	L1 norm error (unfiltered)		2.0000000000000013
K_C8.tsv	na	Weighted UniFrac error (unfiltered)		0.11188615795904991
K_C8.tsv	na	Unweighted UniFrac error (unfiltered)		1.3816627217636543
K_C8.tsv	na	Weighted UniFrac (CAMI) (unfiltered)		12.463532368922912
K_C8.tsv	na	Unweighted UniFrac (CAMI) (unfiltered)		1269.394318041449
K_C8.tsv	superkingdom	Sum of abundances (unfiltered)		0.9999999999999999
K_C8.tsv	phylum	Sum of abundances (unfiltered)		1.0
K_C8.tsv	class	Sum of abundances (unfiltered)		0.9999999999999996
K_C8.tsv	order	Sum of abundances (unfiltered)		0.9999999999999989
K_C8.tsv	family	Sum of abundances (unfiltered)		0.9999999999999991
K_C8.tsv	genus	Sum of abundances (unfiltered)		0.9999999999999971
K_C8.tsv	species	Sum of abundances (unfiltered)		1.000000000000003
K_C8.tsv	strain	Sum of abundances (unfiltered)		1.0
K_C8.tsv	superkingdom	Taxon counts (unfiltered)		3.0
K_C8.tsv	phylum	Taxon counts (unfiltered)		7.0
K_C8.tsv	class	Taxon counts (unfiltered)		14.0
K_C8.tsv	order	Taxon counts (unfiltered)		36.0
K_C8.tsv	family	Taxon counts (unfiltered)		57.0
K_C8.tsv	genus	Taxon counts (unfiltered)		78.0
K_C8.tsv	species	Taxon counts (unfiltered)		64.0
K_C8.tsv	strain	Taxon counts (unfiltered)		6.0
K_C8.tsv	superkingdom	Bray-Curtis distance		0.18134929697778326
K_C8.tsv	phylum	Bray-Curtis distance		0.6553985835649353
K_C8.tsv	class	Bray-Curtis distance		0.6723884156834349
K_C8.tsv	order	Bray-Curtis distance		0.7180594771950551
K_C8.tsv	family	Bray-Curtis distance		0.7857265892341743
K_C8.tsv	genus	Bray-Curtis distance		0.9007336175382503
K_C8.tsv	species	Bray-Curtis distance		0.9708347918546455
K_C8.tsv	strain	Bray-Curtis distance		1.0
K_C8.tsv	superkingdom	Shannon diversity		0.0009847361845379725
K_C8.tsv	superkingdom	Shannon equitability		0.0
K_C8.tsv	phylum	Shannon diversity		0.46619276466914317
K_C8.tsv	phylum	Shannon equitability		0.6725739896864884
K_C8.tsv	class	Shannon diversity		1.2029891972899085
K_C8.tsv	class	Shannon equitability		0.8677732745865729
K_C8.tsv	order	Shannon diversity		1.1938508367906666
K_C8.tsv	order	Shannon equitability		0.861181340899517
K_C8.tsv	family	Shannon diversity		0.9621784754397922
K_C8.tsv	family	Shannon equitability		0.8758125913613058
K_C8.tsv	genus	Shannon diversity		1.123412366029117
K_C8.tsv	genus	Shannon equitability		0.8103707246717722
K_C8.tsv	species	Shannon diversity		1.3367475631931358
K_C8.tsv	species	Shannon equitability		0.8305679596993276
K_C8.tsv	strain	Shannon diversity		0.9356412878744009
K_C8.tsv	strain	Shannon equitability		0.6749225230336806
K_C8.tsv	superkingdom	True positives		1.0
K_C8.tsv	superkingdom	False negatives		1.0
K_C8.tsv	superkingdom	False positives		0.0
K_C8.tsv	superkingdom	Completeness		0.5
K_C8.tsv	superkingdom	Purity		1.0
K_C8.tsv	superkingdom	F1 score		0.6666666666666666
K_C8.tsv	superkingdom	Jaccard index		0.5
K_C8.tsv	phylum	True positives		2.0
K_C8.tsv	phylum	False negatives		4.0
K_C8.tsv	phylum	False positives		0.0
K_C8.tsv	phylum	Completeness		0.3333333333333333
K_C8.tsv	phylum	Purity		1.0
K_C8.tsv	phylum	F1 score		0.5
K_C8.tsv	phylum	Jaccard index		0.3333333333333333
K_C8.tsv	class	True positives		4.0
K_C8.tsv	class	False negatives		8.0
K_C8.tsv	class	False positives		0.0
K_C8.tsv	class	Completeness		0.3333333333333333
K_C8.tsv	class	Purity		1.0
K_C8.tsv	class	F1 score		0.5
K_C8.tsv	class	Jaccard index		0.3333333333333333
