tool	rank	metric	sample	value
K_C16.tsv	phylum	Jaccard index		0.42857142857142855
K_C16.tsv	class	True positives		10.0
K_C16.tsv	class	False negatives		2.0
K_C16.tsv	class	False positives		12.0
K_C16.tsv	class	Completeness		0.8333333333333334
K_C16.tsv	class	Purity		0.45454545454545453
K_C16.tsv	class	F1 score		0.5882352941176471
K_C16.tsv	class	Jaccard index		0.4166666666666667
K_C16.tsv	order	True positives		13.0
K_C16.tsv	order	False negatives		1.0
K_C16.tsv	order	False positives		39.0
K_C16.tsv	order	Completeness		0.9285714285714286
K_C16.tsv	order	Purity		0.25
K_C16.tsv	order	F1 score		0.3939393939393939
K_C16.tsv	order	Jaccard index		0.24528301886792453
K_C16.tsv	family	True positives		12.0
K_C16.tsv	family	False negatives		4.0
K_C16.tsv	family	False positives		79.0
K_C16.tsv	family	Completeness		0.75
K_C16.tsv	family	Purity		0.13186813186813187
K_C16.tsv	family	F1 score		0.22429906542056077
K_C16.tsv	family	Jaccard index		0.12631578947368421
K_C16.tsv	genus	True positives		12.0
K_C16.tsv	genus	False negatives		10.0
K_C16.tsv	genus	False positives		141.0
K_C16.tsv	genus	Completeness		0.5454545454545454
K_C16.tsv	genus	Purity		0.0784313725490196
K_C16.tsv	genus	F1 score		0.13714285714285715
K_C16.tsv	genus	Jaccard index		0.0736196319018405
K_C16.tsv	species	True positives		4.0
K_C16.tsv	species	False negatives		19.0
K_C16.tsv	species	False positives		109.0
K_C16.tsv	species	Completeness		0.17391304347826086
K_C16.tsv	species	Purity		0.035398230088495575
K_C16.tsv	species	F1 score		0.058823529411764705
K_C16.tsv	species	Jaccard index		0.030303030303030304
K_C16.tsv	strain	True positives		0.0
K_C16.tsv	strain	False negatives		60.0
K_C16.tsv	strain	False positives		7.0
K_C16.tsv	strain	Completeness		0.0
K_C16.tsv	strain	Purity		0.0
K_C16.tsv	strain	Jaccard index		0.0
K_C16.tsv	superkingdom	L1 norm error		0.3635051463723374
K_C16.tsv	phylum	L1 norm error		1.0101725640518742
K_C16.tsv	class	L1 norm error		1.160178331149593
K_C16.tsv	order	L1 norm error		1.4067307518937833
K_C16.tsv	family	L1 norm error		1.5030731901509062
K_C16.tsv	genus	L1 norm error		1.751904236975851
K_C16.tsv	species	L1 norm error		1.944412332701552
K_C16.tsv	strain	L1 norm error		1.9999999999999998
K_C16.tsv	na	Weighted UniFrac error		0.10808830533359914
K_C16.tsv	na	Unweighted UniFrac error		2.5976793601562074
K_C16.tsv	na	Weighted UniFrac (CAMI)		12.324740070698123
K_C16.tsv	na	Unweighted UniFrac (CAMI)		2039.0010399230937
K_C16.tsv	superkingdom	Sum of abundances		1.0
K_C16.tsv	phylum	Sum of abundances		0.9999999999999996
K_C16.tsv	class	Sum of abundances		0.9999999999999996
K_C16.tsv	order	Sum of abundances		0.9999999999999984
K_C16.tsv	family	Sum of abundances		0.9999999999999949
K_C16.tsv	genus	Sum of abundances		0.9999999999999999
K_C16.tsv	species	Sum of abundances		1.0000000000000029
K_C16.tsv	strain	Sum of abundances		0.9999999999999997
K_C16.tsv	superkingdom	Taxon counts		3.0
K_C16.tsv	phylum	Taxon counts		14.0
K_C16.tsv	class	Taxon counts		22.0
K_C16.tsv	order	Taxon counts		52.0
K_C16.tsv	family	Taxon counts		91.0
K_C16.tsv	genus	Taxon counts		153.0
K_C16.tsv	species	Taxon counts		113.0
K_C16.tsv	strain	Taxon counts		7.0
K_PlusPF.tsv	superkingdom	Bray-Curtis distance		0.18150523210281475
K_PlusPF.tsv	phylum	Bray-Curtis distance		0.4688681584654739
K_PlusPF.tsv	class	Bray-Curtis distance		0.5567950312848271
K_PlusPF.tsv	order	Bray-Curtis distance		0.6960479535040863
K_PlusPF.tsv	family	Bray-Curtis distance		0.6962923092460129
K_PlusPF.tsv	genus	Bray-Curtis distance		0.8612884030329614
K_PlusPF.tsv	species	Bray-Curtis distance		0.9722061663507765
K_PlusPF.tsv	strain	Bray-Curtis distance		1.0
K_PlusPF.tsv	superkingdom	Shannon diversity		0.017967425372883424
K_PlusPF.tsv	superkingdom	Shannon equitability		0.012960757741500725
K_PlusPF.tsv	phylum	Shannon diversity		1.230626934721982
K_PlusPF.tsv	phylum	Shannon equitability		0.41794954605252777
K_PlusPF.tsv	class	Shannon diversity		2.0883080212340728
K_PlusPF.tsv	class	Shannon equitability		0.5873709085909397
K_PlusPF.tsv	order	Shannon diversity		2.482213496711791
K_PlusPF.tsv	order	Shannon equitability		0.5664533111393382
K_PlusPF.tsv	family	Shannon diversity		2.892121577573191
K_PlusPF.tsv	family	Shannon equitability		0.5779681476871374
K_PlusPF.tsv	genus	Shannon diversity		3.2840497395485584
K_PlusPF.tsv	genus	Shannon equitability		0.5651299363614882
K_PlusPF.tsv	species	Shannon diversity		3.823139324207033
K_PlusPF.tsv	species	Shannon equitability		0.6386319176754817
K_PlusPF.tsv	strain	Shannon diversity		3.343319099383998
K_PlusPF.tsv	strain	Shannon equitability		0.8834967120615008
K_PlusPF.tsv	superkingdom	True positives		2.0
K_PlusPF.tsv	superkingdom	False negatives		0.0
K_PlusPF.tsv	superkingdom	False positives		2.0
K_PlusPF.tsv	superkingdom	Completeness		1.0
K_PlusPF.tsv	superkingdom	Purity		0.5
K_PlusPF.tsv	superkingdom	F1 score		0.6666666666666666
K_PlusPF.tsv	superkingdom	Jaccard index		0.5
K_PlusPF.tsv	phylum	True positives		6.0
K_PlusPF.tsv	phylum	False negatives		0.0
K_PlusPF.tsv	phylum	False positives		13.0
K_PlusPF.tsv	phylum	Completeness		1.0
K_PlusPF.tsv	phylum	Purity		0.3157894736842105
K_PlusPF.tsv	phylum	F1 score		0.4799999999999999
K_PlusPF.tsv	phylum	Jaccard index		0.3157894736842105
K_PlusPF.tsv	class	True positives		12.0
K_PlusPF.tsv	class	False negatives		0.0
K_PlusPF.tsv	class	False positives		23.0
K_PlusPF.tsv	class	Completeness		1.0
K_PlusPF.tsv	class	Purity		0.34285714285714286
K_PlusPF.tsv	class	F1 score		0.5106382978723404
K_PlusPF.tsv	class	Jaccard index		0.34285714285714286
K_PlusPF.tsv	order	True positives		13.0
K_PlusPF.tsv	order	False negatives		1.0
K_PlusPF.tsv	order	False positives		67.0
K_PlusPF.tsv	order	Completeness		0.9285714285714286
K_PlusPF.tsv	order	Purity		0.1625
K_PlusPF.tsv	order	F1 score		0.2765957446808511
K_PlusPF.tsv	order	Jaccard index		0.16049382716049382
K_PlusPF.tsv	family	True positives		13.0
K_PlusPF.tsv	family	False negatives		3.0
K_PlusPF.tsv	family	False positives		136.0
K_PlusPF.tsv	family	Completeness		0.8125
K_PlusPF.tsv	family	Purity		0.087248322147651
K_PlusPF.tsv	family	F1 score		0.1575757575757576
K_PlusPF.tsv	family	Jaccard index		0.08552631578947369
K_PlusPF.tsv	genus	True positives		12.0
K_PlusPF.tsv	genus	False negatives		10.0
K_PlusPF.tsv	genus	False positives		322.0
K_PlusPF.tsv	genus	Completeness		0.5454545454545454
K_PlusPF.tsv	genus	Purity		0.03592814371257485
K_PlusPF.tsv	genus	F1 score		0.06741573033707866
K_PlusPF.tsv	genus	Jaccard index		0.03488372093023256
K_PlusPF.tsv	species	True positives		4.0
K_PlusPF.tsv	species	False negatives		19.0
K_PlusPF.tsv	species	False positives		394.0
K_PlusPF.tsv	species	Completeness		0.17391304347826086
K_PlusPF.tsv	species	Purity		0.010050251256281407
K_PlusPF.tsv	species	F1 score		0.019002375296912115
K_PlusPF.tsv	species	Jaccard index		0.009592326139088728
K_PlusPF.tsv	strain	True positives		0.0
K_PlusPF.tsv	strain	False negatives		60.0
K_PlusPF.tsv	strain	False positives		44.0
K_PlusPF.tsv	strain	Completeness		0.0
K_PlusPF.tsv	strain	Purity		0.0
K_PlusPF.tsv	strain	Jaccard index		0.0
K_PlusPF.tsv	superkingdom	L1 norm error		0.3630104642056295
K_PlusPF.tsv	phylum	L1 norm error		0.9377363169309478
K_PlusPF.tsv	class	L1 norm error		1.1135900625696544
K_PlusPF.tsv	order	L1 norm error		1.3920959070081722
K_PlusPF.tsv	family	L1 norm error		1.392584618492027
K_PlusPF.tsv	genus	L1 norm error		1.7225768060659408
K_PlusPF.tsv	species	L1 norm error		1.944412332701539
K_PlusPF.tsv	strain	L1 norm error		1.9999999999999998
K_PlusPF.tsv	na	Weighted UniFrac error		0.10581340217358301
K_PlusPF.tsv	na	Unweighted UniFrac error		6.522959832932102
K_PlusPF.tsv	na	Weighted UniFrac (CAMI)		12.106920768695513
K_PlusPF.tsv	na	Unweighted UniFrac (CAMI)		4715.158193153187
K_PlusPF.tsv	superkingdom	Sum of abundances		1.0
K_PlusPF.tsv	phylum	Sum of abundances		0.9999999999999999
K_PlusPF.tsv	class	Sum of abundances		1.0000000000000002
K_PlusPF.tsv	order	Sum of abundances		0.9999999999999997
K_PlusPF.tsv	family	Sum of abundances		1.000000000000003
K_PlusPF.tsv	genus	Sum of abundances		1.000000000000023
K_PlusPF.tsv	species	Sum of abundances		0.9999999999999857
K_PlusPF.tsv	strain	Sum of abundances		0.999999999999998
K_PlusPF.tsv	superkingdom	Taxon counts		4.0
K_PlusPF.tsv	phylum	Taxon counts		19.0
K_PlusPF.tsv	class	Taxon counts		35.0
K_PlusPF.tsv	order	Taxon counts		80.0
K_PlusPF.tsv	family	Taxon counts		149.0
K_PlusPF.tsv	genus	Taxon counts		334.0
K_PlusPF.tsv	species	Taxon counts		398.0
K_PlusPF.tsv	strain	Taxon counts		44.0
M_UC.tsv	superkingdom	Bray-Curtis distance		0.1817525731861687
M_UC.tsv	phylum	Bray-Curtis distance		0.07521674632447924
M_UC.tsv	class	Bray-Curtis distance		0.22992922992922996
M_UC.tsv	order	Bray-Curtis distance		0.36744088047058054
M_UC.tsv	family	Bray-Curtis distance		0.3687225092843774
M_UC.tsv	genus	Bray-Curtis distance		0.17842203682511804
M_UC.tsv	species	Bray-Curtis distance		0.7883459017201438
M_UC.tsv	superkingdom	Shannon diversity		0.0
M_UC.tsv	superkingdom	Shannon equitability		0.0
M_UC.tsv	phylum	Shannon diversity		1.5201657540808362
M_UC.tsv	phylum	Shannon equitability		0.9445320893315794
M_UC.tsv	class	Shannon diversity		2.052064300139425
M_UC.tsv	class	Shannon equitability		0.8557772824434667
M_UC.tsv	order	Shannon diversity		1.960832175246223
M_UC.tsv	order	Shannon equitability		0.7890969165435294
M_UC.tsv	family	Shannon diversity		2.127654250112368
M_UC.tsv	family	Shannon equitability		0.7361178520720942
M_UC.tsv	genus	Shannon diversity		2.238637009576204
M_UC.tsv	genus	Shannon equitability		0.7242336665884348
M_UC.tsv	species	Shannon diversity		2.244617873139677
M_UC.tsv	species	Shannon equitability		0.7158737087558374
M_UC.tsv	superkingdom	True positives		1.0
M_UC.tsv	superkingdom	False negatives		1.0
M_UC.tsv	superkingdom	False positives		0.0
M_UC.tsv	superkingdom	Completeness		0.5
M_UC.tsv	superkingdom	Purity		1.0
M_UC.tsv	superkingdom	F1 score		0.6666666666666666
M_UC.tsv	superkingdom	Jaccard index		0.5
M_UC.tsv	phylum	True positives		5.0
M_UC.tsv	phylum	False negatives		1.0
M_UC.tsv	phylum	False positives		0.0
M_UC.tsv	phylum	Completeness		0.8333333333333334
M_UC.tsv	phylum	Purity		1.0
M_UC.tsv	phylum	F1 score		0.9090909090909091
M_UC.tsv	phylum	Jaccard index		0.8333333333333334
M_UC.tsv	class	True positives		10.0
M_UC.tsv	class	False negatives		2.0
M_UC.tsv	class	False positives		1.0
M_UC.tsv	class	Completeness		0.8333333333333334
M_UC.tsv	class	Purity		0.9090909090909091
M_UC.tsv	class	F1 score		0.8695652173913043
M_UC.tsv	class	Jaccard index		0.7692307692307693
M_UC.tsv	order	True positives		11.0
M_UC.tsv	order	False negatives		3.0
M_UC.tsv	order	False positives		1.0
M_UC.tsv	order	Completeness		0.7857142857142857
M_UC.tsv	order	Purity		0.9166666666666666
M_UC.tsv	order	F1 score		0.8461538461538461
M_UC.tsv	order	Jaccard index		0.7333333333333333
M_UC.tsv	family	True positives		13.0
M_UC.tsv	family	False negatives		3.0
M_UC.tsv	family	False positives		5.0
M_UC.tsv	family	Completeness		0.8125
M_UC.tsv	family	Purity		0.7222222222222222
M_UC.tsv	family	F1 score		0.7647058823529411
M_UC.tsv	family	Jaccard index		0.6190476190476191
M_UC.tsv	genus	True positives		17.0
M_UC.tsv	genus	False negatives		5.0
M_UC.tsv	genus	False positives		5.0
M_UC.tsv	genus	Completeness		0.7727272727272727
M_UC.tsv	genus	Purity		0.7727272727272727
M_UC.tsv	genus	F1 score		0.7727272727272727
M_UC.tsv	genus	Jaccard index		0.6296296296296297
M_UC.tsv	species	True positives		17.0
M_UC.tsv	species	False negatives		6.0
M_UC.tsv	species	False positives		6.0
M_UC.tsv	species	Completeness		0.7391304347826086
M_UC.tsv	species	Purity		0.7391304347826086
M_UC.tsv	species	F1 score		0.7391304347826085
M_UC.tsv	species	Jaccard index		0.5862068965517241
M_UC.tsv	strain	True positives		0.0
M_UC.tsv	strain	False negatives		60.0
M_UC.tsv	strain	False positives		0.0
M_UC.tsv	strain	Completeness		0.0
M_UC.tsv	strain	Purity		0.0
M_UC.tsv	strain	Jaccard index		0.0
M_UC.tsv	superkingdom	L1 norm error		0.3635051463723374
M_UC.tsv	phylum	L1 norm error		0.15043349264895847
M_UC.tsv	class	L1 norm error		0.4598584598584599
M_UC.tsv	order	L1 norm error		0.7348817609411609
M_UC.tsv	family	L1 norm error		0.7374450185687548
M_UC.tsv	genus	L1 norm error		0.356844073650236
M_UC.tsv	species	L1 norm error		1.576691803440288
M_UC.tsv	na	Weighted UniFrac error		0.040441111244599516
M_UC.tsv	na	Unweighted UniFrac error		0.5439028755655683
M_UC.tsv	na	Weighted UniFrac (CAMI)		8.070428571379491
M_UC.tsv	na	Unweighted UniFrac (CAMI)		596.3715607265788
M_UC.tsv	superkingdom	Sum of abundances		1.0
M_UC.tsv	phylum	Sum of abundances		0.9999999999999999
M_UC.tsv	class	Sum of abundances		1.0
M_UC.tsv	order	Sum of abundances		1.0
M_UC.tsv	family	Sum of abundances		0.9999999999999999
M_UC.tsv	genus	Sum of abundances		0.9999999999999993
M_UC.tsv	species	Sum of abundances		0.9999999999999993
M_UC.tsv	superkingdom	Taxon counts		1.0
M_UC.tsv	phylum	Taxon counts		5.0
M_UC.tsv	class	Taxon counts		11.0
M_UC.tsv	order	Taxon counts		12.0
M_UC.tsv	family	Taxon counts		18.0
M_UC.tsv	genus	Taxon counts		22.0
M_UC.tsv	species	Taxon counts		23.0
