tool	rank	metric	sample	value
B_C16.tsv	order	Sum of abundances (unfiltered)		0.9999999999999986
B_C16.tsv	family	Sum of abundances (unfiltered)		1.0
B_C16.tsv	genus	Sum of abundances (unfiltered)		0.9999999999999908
B_C16.tsv	species	Sum of abundances (unfiltered)		0.999999999999945
B_C16.tsv	superkingdom	Taxon counts (unfiltered)		3.0
B_C16.tsv	phylum	Taxon counts (unfiltered)		19.0
B_C16.tsv	class	Taxon counts (unfiltered)		40.0
B_C16.tsv	order	Taxon counts (unfiltered)		84.0
B_C16.tsv	family	Taxon counts (unfiltered)		171.0
B_C16.tsv	genus	Taxon counts (unfiltered)		417.0
B_C16.tsv	species	Taxon counts (unfiltered)		892.0
B_C16.tsv	superkingdom	Bray-Curtis distance		0.18134320385116076
B_C16.tsv	phylum	Bray-Curtis distance		0.5058623635744588
B_C16.tsv	class	Bray-Curtis distance		0.5801478613646991
B_C16.tsv	order	Bray-Curtis distance		0.7044777212861095
B_C16.tsv	family	Bray-Curtis distance		0.7358892609436605
B_C16.tsv	genus	Bray-Curtis distance		0.8734187204892182
B_C16.tsv	species	Bray-Curtis distance		0.9717843475636937
B_C16.tsv	superkingdom	Shannon diversity		0.0009995997431859638
B_C16.tsv	superkingdom	Shannon equitability		0.0
B_C16.tsv	phylum	Shannon diversity		0.9666591045592957
B_C16.tsv	phylum	Shannon equitability		0.697297148188931
B_C16.tsv	class	Shannon diversity		1.7087091562507075
B_C16.tsv	class	Shannon equitability		0.8781028029892539
B_C16.tsv	order	Shannon diversity		1.994169224755168
B_C16.tsv	order	Shannon equitability		0.7192445128119174
B_C16.tsv	family	Shannon diversity		2.1662109217758947
B_C16.tsv	family	Shannon equitability		0.5724372009161011
B_C16.tsv	genus	Shannon diversity		2.591120274087413
B_C16.tsv	genus	Shannon equitability		0.5068713739866804
B_C16.tsv	species	Shannon diversity		3.0275722074147966
B_C16.tsv	species	Shannon equitability		0.47218621629713653
B_C16.tsv	superkingdom	True positives		1.0
B_C16.tsv	superkingdom	False negatives		1.0
B_C16.tsv	superkingdom	False positives		0.0
B_C16.tsv	superkingdom	Completeness		0.5
B_C16.tsv	superkingdom	Purity		1.0
B_C16.tsv	superkingdom	F1 score		0.6666666666666666
B_C16.tsv	superkingdom	Jaccard index		0.5
B_C16.tsv	phylum	True positives		3.0
B_C16.tsv	phylum	False negatives		3.0
B_C16.tsv	phylum	False positives		1.0
B_C16.tsv	phylum	Completeness		0.5
B_C16.tsv	phylum	Purity		0.75
B_C16.tsv	phylum	F1 score		0.6
B_C16.tsv	phylum	Jaccard index		0.42857142857142855
B_C16.tsv	class	True positives		6.0
B_C16.tsv	class	False negatives		6.0
B_C16.tsv	class	False positives		1.0
B_C16.tsv	class	Completeness		0.5
B_C16.tsv	class	Purity		0.8571428571428571
B_C16.tsv	class	F1 score		0.631578947368421
B_C16.tsv	class	Jaccard index		0.46153846153846156
B_C16.tsv	order	True positives		8.0
B_C16.tsv	order	False negatives		6.0
B_C16.tsv	order	False positives		8.0
B_C16.tsv	order	Completeness		0.5714285714285714
B_C16.tsv	order	Purity		0.5
B_C16.tsv	order	F1 score		0.5333333333333333
B_C16.tsv	order	Jaccard index		0.36363636363636365
B_C16.tsv	family	True positives		8.0
B_C16.tsv	family	False negatives		8.0
B_C16.tsv	family	False positives		36.0
B_C16.tsv	family	Completeness		0.5
B_C16.tsv	family	Purity		0.18181818181818182
B_C16.tsv	family	F1 score		0.26666666666666666
B_C16.tsv	family	Jaccard index		0.15384615384615385
B_C16.tsv	genus	True positives		12.0
B_C16.tsv	genus	False negatives		10.0
B_C16.tsv	genus	False positives		154.0
B_C16.tsv	genus	Completeness		0.5454545454545454
B_C16.tsv	genus	Purity		0.07228915662650602
B_C16.tsv	genus	F1 score		0.1276595744680851
B_C16.tsv	genus	Jaccard index		0.06818181818181818
B_C16.tsv	species	True positives		4.0
B_C16.tsv	species	False negatives		19.0
B_C16.tsv	species	False positives		605.0
B_C16.tsv	species	Completeness		0.17391304347826086
B_C16.tsv	species	Purity		0.006568144499178982
B_C16.tsv	species	F1 score		0.012658227848101266
B_C16.tsv	species	Jaccard index		0.006369426751592357
B_C16.tsv	strain	True positives		0.0
B_C16.tsv	strain	False negatives		60.0
B_C16.tsv	strain	False positives		0.0
B_C16.tsv	strain	Completeness		0.0
B_C16.tsv	strain	Purity		0.0
B_C16.tsv	strain	Jaccard index		0.0
B_C16.tsv	superkingdom	L1 norm error		0.3625050463623364
B_C16.tsv	phylum	L1 norm error		1.0034244342398422
B_C16.tsv	class	L1 norm error		1.1490887827590857
B_C16.tsv	order	L1 norm error		1.3892221730684056
B_C16.tsv	family	L1 norm error		1.4497454076309229
B_C16.tsv	genus	L1 norm error		1.7206490352587342
B_C16.tsv	species	L1 norm error		1.9145127024849458
B_C16.tsv	na	Weighted UniFrac error		0.10109415232438894
B_C16.tsv	na	Unweighted UniFrac error		6.633855851120612
B_C16.tsv	na	Weighted UniFrac (CAMI)		11.187720049900122
B_C16.tsv	na	Unweighted UniFrac (CAMI)		5159.599141410507
B_C16.tsv	superkingdom	Sum of abundances		0.9989998999899989
B_C16.tsv	phylum	Sum of abundances		0.9835917958979491
B_C16.tsv	class	Sum of abundances		0.9806826143529173
B_C16.tsv	order	Sum of abundances		0.9719887955182065
B_C16.tsv	family	Sum of abundances		0.9700591985428022
B_C16.tsv	genus	Sum of abundances		0.9700162074554199
B_C16.tsv	species	Sum of abundances		0.9701003697833834
B_C16.tsv	superkingdom	Taxon counts		1.0
B_C16.tsv	phylum	Taxon counts		4.0
B_C16.tsv	class	Taxon counts		7.0
B_C16.tsv	order	Taxon counts		16.0
B_C16.tsv	family	Taxon counts		44.0
B_C16.tsv	genus	Taxon counts		166.0
B_C16.tsv	species	Taxon counts		609.0
B_PlusPF.tsv	superkingdom	Bray-Curtis distance (unfiltered)		0.18165258318516875
B_PlusPF.tsv	phylum	Bray-Curtis distance (unfiltered)		0.4696929381400013
B_PlusPF.tsv	class	Bray-Curtis distance (unfiltered)		0.5568739515757494
B_PlusPF.tsv	order	Bray-Curtis distance (unfiltered)		0.6962525447926486
B_PlusPF.tsv	family	Bray-Curtis distance (unfiltered)		0.6922553068484998
B_PlusPF.tsv	genus	Bray-Curtis distance (unfiltered)		0.8617873322502421
B_PlusPF.tsv	species	Bray-Curtis distance (unfiltered)		0.9722061663507761
B_PlusPF.tsv	superkingdom	Shannon diversity (unfiltered)		0.016822849241710205
B_PlusPF.tsv	superkingdom	Shannon equitability (unfiltered)		0.012135120587318986
B_PlusPF.tsv	phylum	Shannon diversity (unfiltered)		1.2277862132685877
B_PlusPF.tsv	phylum	Shannon equitability (unfiltered)		0.3814332332372158
B_PlusPF.tsv	class	Shannon diversity (unfiltered)		2.0946375702016073
B_PlusPF.tsv	class	Shannon equitability (unfiltered)		0.5327391817094016
B_PlusPF.tsv	order	Shannon diversity (unfiltered)		2.5014394718087836
B_PlusPF.tsv	order	Shannon equitability (unfiltered)		0.5252725973594697
B_PlusPF.tsv	family	Shannon diversity (unfiltered)		2.986221163352924
B_PlusPF.tsv	family	Shannon equitability (unfiltered)		0.5420240834176959
B_PlusPF.tsv	genus	Shannon diversity (unfiltered)		3.4957810116856307
B_PlusPF.tsv	genus	Shannon equitability (unfiltered)		0.5439644114864802
B_PlusPF.tsv	species	Shannon diversity (unfiltered)		4.370991541328022
B_PlusPF.tsv	species	Shannon equitability (unfiltered)		0.5999007043018169
B_PlusPF.tsv	superkingdom	True positives (unfiltered)		2.0
B_PlusPF.tsv	superkingdom	False negatives (unfiltered)		0.0
B_PlusPF.tsv	superkingdom	False positives (unfiltered)		2.0
B_PlusPF.tsv	superkingdom	Completeness (unfiltered)		1.0
B_PlusPF.tsv	superkingdom	Purity (unfiltered)		0.5
B_PlusPF.tsv	superkingdom	F1 score (unfiltered)		0.6666666666666666
B_PlusPF.tsv	superkingdom	Jaccard index (unfiltered)		0.5
B_PlusPF.tsv	phylum	True positives (unfiltered)		6.0
B_PlusPF.tsv	phylum	False negatives (unfiltered)		0.0
B_PlusPF.tsv	phylum	False positives (unfiltered)		19.0
B_PlusPF.tsv	phylum	Completeness (unfiltered)		1.0
B_PlusPF.tsv	phylum	Purity (unfiltered)		0.24
B_PlusPF.tsv	phylum	F1 score (unfiltered)		0.3870967741935484
B_PlusPF.tsv	phylum	Jaccard index (unfiltered)		0.24
B_PlusPF.tsv	class	True positives (unfiltered)		12.0
B_PlusPF.tsv	class	False negatives (unfiltered)		0.0
B_PlusPF.tsv	class	False positives (unfiltered)		39.0
B_PlusPF.tsv	class	Completeness (unfiltered)		1.0
B_PlusPF.tsv	class	Purity (unfiltered)		0.23529411764705882
B_PlusPF.tsv	class	F1 score (unfiltered)		0.38095238095238093
B_PlusPF.tsv	class	Jaccard index (unfiltered)		0.23529411764705882
B_PlusPF.tsv	order	True positives (unfiltered)		13.0
B_PlusPF.tsv	order	False negatives (unfiltered)		1.0
B_PlusPF.tsv	order	False positives (unfiltered)		104.0
B_PlusPF.tsv	order	Completeness (unfiltered)		0.9285714285714286
B_PlusPF.tsv	order	Purity (unfiltered)		0.1111111111111111
B_PlusPF.tsv	order	F1 score (unfiltered)		0.19847328244274806
B_PlusPF.tsv	order	Jaccard index (unfiltered)		0.11016949152542373
B_PlusPF.tsv	family	True positives (unfiltered)		13.0
B_PlusPF.tsv	family	False negatives (unfiltered)		3.0
B_PlusPF.tsv	family	False positives (unfiltered)		234.0
B_PlusPF.tsv	family	Completeness (unfiltered)		0.8125
B_PlusPF.tsv	family	Purity (unfiltered)		0.05263157894736842
B_PlusPF.tsv	family	F1 score (unfiltered)		0.09885931558935361
B_PlusPF.tsv	family	Jaccard index (unfiltered)		0.052
B_PlusPF.tsv	genus	True positives (unfiltered)		12.0
B_PlusPF.tsv	genus	False negatives (unfiltered)		10.0
B_PlusPF.tsv	genus	False positives (unfiltered)		606.0
B_PlusPF.tsv	genus	Completeness (unfiltered)		0.5454545454545454
B_PlusPF.tsv	genus	Purity (unfiltered)		0.019417475728155338
B_PlusPF.tsv	genus	F1 score (unfiltered)		0.0375
B_PlusPF.tsv	genus	Jaccard index (unfiltered)		0.01910828025477707
B_PlusPF.tsv	species	True positives (unfiltered)		4.0
B_PlusPF.tsv	species	False negatives (unfiltered)		19.0
B_PlusPF.tsv	species	False positives (unfiltered)		1456.0
B_PlusPF.tsv	species	Completeness (unfiltered)		0.17391304347826086
B_PlusPF.tsv	species	Purity (unfiltered)		0.0027397260273972603
B_PlusPF.tsv	species	F1 score (unfiltered)		0.005394470667565745
B_PlusPF.tsv	species	Jaccard index (unfiltered)		0.002704530087897228
B_PlusPF.tsv	strain	True positives (unfiltered)		0.0
B_PlusPF.tsv	strain	False negatives (unfiltered)		60.0
B_PlusPF.tsv	strain	False positives (unfiltered)		0.0
B_PlusPF.tsv	strain	Completeness (unfiltered)		0.0
B_PlusPF.tsv	strain	Purity (unfiltered)		0.0
B_PlusPF.tsv	strain	Jaccard index (unfiltered)		0.0
B_PlusPF.tsv	superkingdom	L1 norm error (unfiltered)		0.36330516637033744
B_PlusPF.tsv	phylum	L1 norm error (unfiltered)		0.9393858762800029
B_PlusPF.tsv	class	L1 norm error (unfiltered)		1.1137479031514976
B_PlusPF.tsv	order	L1 norm error (unfiltered)		1.3925050895852957
B_PlusPF.tsv	family	L1 norm error (unfiltered)		1.3845106136969971
B_PlusPF.tsv	genus	L1 norm error (unfiltered)		1.7235746645004608
B_PlusPF.tsv	species	L1 norm error (unfiltered)		1.9444123327015563
B_PlusPF.tsv	na	Weighted UniFrac error (unfiltered)		0.10045885645653602
B_PlusPF.tsv	na	Unweighted UniFrac error (unfiltered)		18.11387139813244
B_PlusPF.tsv	na	Weighted UniFrac (CAMI) (unfiltered)		11.084670976842338
B_PlusPF.tsv	na	Unweighted UniFrac (CAMI) (unfiltered)		12798.109975515425
B_PlusPF.tsv	superkingdom	Sum of abundances (unfiltered)		1.0
B_PlusPF.tsv	phylum	Sum of abundances (unfiltered)		1.0000000000000002
B_PlusPF.tsv	class	Sum of abundances (unfiltered)		0.9999999999999991
B_PlusPF.tsv	order	Sum of abundances (unfiltered)		0.9999999999999986
B_PlusPF.tsv	family	Sum of abundances (unfiltered)		1.000000000000002
B_PlusPF.tsv	genus	Sum of abundances (unfiltered)		0.9999999999999768
B_PlusPF.tsv	species	Sum of abundances (unfiltered)		1.0000000000000016
B_PlusPF.tsv	superkingdom	Taxon counts (unfiltered)		4.0
B_PlusPF.tsv	phylum	Taxon counts (unfiltered)		25.0
B_PlusPF.tsv	class	Taxon counts (unfiltered)		51.0
B_PlusPF.tsv	order	Taxon counts (unfiltered)		117.0
B_PlusPF.tsv	family	Taxon counts (unfiltered)		247.0
B_PlusPF.tsv	genus	Taxon counts (unfiltered)		618.0
B_PlusPF.tsv	species	Taxon counts (unfiltered)		1460.0
B_PlusPF.tsv	superkingdom	Bray-Curtis distance		0.18089259641007682
B_PlusPF.tsv	phylum	Bray-Curtis distance		0.4689558500128032
B_PlusPF.tsv	class	Bray-Curtis distance		0.5619713910283399
B_PlusPF.tsv	order	Bray-Curtis distance		0.6933532454690826
B_PlusPF.tsv	family	Bray-Curtis distance		0.6876228808472594
B_PlusPF.tsv	genus	Bray-Curtis distance		0.8596892671815931
B_PlusPF.tsv	species	Bray-Curtis distance		0.9717843974039666
B_PlusPF.tsv	superkingdom	Shannon diversity		0.0020975839172727717
B_PlusPF.tsv	superkingdom	Shannon equitability		0.0
B_PlusPF.tsv	phylum	Shannon diversity		1.1601296831653347
B_PlusPF.tsv	phylum	Shannon equitability		0.7208291007701965
B_PlusPF.tsv	class	Shannon diversity		1.935971849825676
B_PlusPF.tsv	class	Shannon equitability		0.8407818914993219
B_PlusPF.tsv	order	Shannon diversity		2.2774911114746974
B_PlusPF.tsv	order	Shannon equitability		0.699025054935214
B_PlusPF.tsv	family	Shannon diversity		2.7351858959186064
B_PlusPF.tsv	family	Shannon equitability		0.6189827012752275
B_PlusPF.tsv	genus	Shannon diversity		3.22034272750476
B_PlusPF.tsv	genus	Shannon equitability		0.5585838648001089
B_PlusPF.tsv	species	Shannon diversity		4.097067624238879
B_PlusPF.tsv	species	Shannon equitability		0.5795804281585262
B_PlusPF.tsv	superkingdom	True positives		1.0
B_PlusPF.tsv	superkingdom	False negatives		1.0
B_PlusPF.tsv	superkingdom	False positives		0.0
B_PlusPF.tsv	superkingdom	Completeness		0.5
B_PlusPF.tsv	superkingdom	Purity		1.0
B_PlusPF.tsv	superkingdom	F1 score		0.6666666666666666
B_PlusPF.tsv	superkingdom	Jaccard index		0.5
B_PlusPF.tsv	phylum	True positives		4.0
B_PlusPF.tsv	phylum	False negatives		2.0
B_PlusPF.tsv	phylum	False positives		1.0
B_PlusPF.tsv	phylum	Completeness		0.6666666666666666
B_PlusPF.tsv	phylum	Purity		0.8
B_PlusPF.tsv	phylum	F1 score		0.7272727272727272
B_PlusPF.tsv	phylum	Jaccard index		0.5714285714285714
B_PlusPF.tsv	class	True positives		8.0
B_PlusPF.tsv	class	False negatives		4.0
B_PlusPF.tsv	class	False positives		2.0
B_PlusPF.tsv	class	Completeness		0.6666666666666666
B_PlusPF.tsv	class	Purity		0.8
B_PlusPF.tsv	class	F1 score		0.7272727272727272
B_PlusPF.tsv	class	Jaccard index		0.5714285714285714
B_PlusPF.tsv	order	True positives		11.0
B_PlusPF.tsv	order	False negatives		3.0
B_PlusPF.tsv	order	False positives		15.0
B_PlusPF.tsv	order	Completeness		0.7857142857142857
B_PlusPF.tsv	order	Purity		0.4230769230769231
B_PlusPF.tsv	order	F1 score		0.55
B_PlusPF.tsv	order	Jaccard index		0.3793103448275862
B_PlusPF.tsv	family	True positives		13.0
B_PlusPF.tsv	family	False negatives		3.0
B_PlusPF.tsv	family	False positives		70.0
B_PlusPF.tsv	family	Completeness		0.8125
B_PlusPF.tsv	family	Purity		0.1566265060240964
B_PlusPF.tsv	family	F1 score		0.26262626262626265
B_PlusPF.tsv	family	Jaccard index		0.1511627906976744
B_PlusPF.tsv	genus	True positives		12.0
B_PlusPF.tsv	genus	False negatives		10.0
B_PlusPF.tsv	genus	False positives		307.0
B_PlusPF.tsv	genus	Completeness		0.5454545454545454
B_PlusPF.tsv	genus	Purity		0.03761755485893417
B_PlusPF.tsv	genus	F1 score		0.07038123167155426
B_PlusPF.tsv	genus	Jaccard index		0.0364741641337386
B_PlusPF.tsv	species	True positives		4.0
B_PlusPF.tsv	species	False negatives		19.0
B_PlusPF.tsv	species	False positives		1171.0
B_PlusPF.tsv	species	Completeness		0.17391304347826086
B_PlusPF.tsv	species	Purity		0.003404255319148936
B_PlusPF.tsv	species	F1 score		0.00667779632721202
B_PlusPF.tsv	species	Jaccard index		0.0033500837520938024
B_PlusPF.tsv	strain	True positives		0.0
B_PlusPF.tsv	strain	False negatives		60.0
B_PlusPF.tsv	strain	False positives		0.0
B_PlusPF.tsv	strain	Completeness		0.0
B_PlusPF.tsv	strain	Purity		0.0
B_PlusPF.tsv	strain	Jaccard index		0.0
B_PlusPF.tsv	superkingdom	L1 norm error		0.36140535635133936
B_PlusPF.tsv	phylum	L1 norm error		0.9335884993554636
B_PlusPF.tsv	class	L1 norm error		1.1104186916990109
B_PlusPF.tsv	order	L1 norm error		1.3663808498804406
B_PlusPF.tsv	family	L1 norm error		1.354851424741
B_PlusPF.tsv	genus	L1 norm error		1.6936686833042305
B_PlusPF.tsv	species	L1 norm error		1.9145161824865027
B_PlusPF.tsv	na	Weighted UniFrac error		0.09925059847935382
B_PlusPF.tsv	na	Unweighted UniFrac error		12.708588274626331
B_PlusPF.tsv	na	Weighted UniFrac (CAMI)		11.020083883842847
B_PlusPF.tsv	na	Unweighted UniFrac (CAMI)		9496.429251846337
B_PlusPF.tsv	superkingdom	Sum of abundances		0.997900209979002
B_PlusPF.tsv	phylum	Sum of abundances		0.9907812203003229
B_PlusPF.tsv	class	Sum of abundances		0.9759345572148764
B_PlusPF.tsv	order	Sum of abundances		0.9706850134609621
B_PlusPF.tsv	family	Sum of abundances		0.9703408110439986
B_PlusPF.tsv	genus	Sum of abundances		0.9700940188037487
B_PlusPF.tsv	species	Sum of abundances		0.9701038497849104
B_PlusPF.tsv	superkingdom	Taxon counts		1.0
B_PlusPF.tsv	phylum	Taxon counts		5.0
B_PlusPF.tsv	class	Taxon counts		10.0
B_PlusPF.tsv	order	Taxon counts		26.0
B_PlusPF.tsv	family	Taxon counts		83.0
B_PlusPF.tsv	genus	Taxon counts		319.0
B_PlusPF.tsv	species	Taxon counts		1175.0
K_C8.tsv	superkingdom	Bray-Curtis distance (unfiltered)		0.18175257318616858
K_C8.tsv	phylum	Bray-Curtis distance (unfiltered)		0.5641390301899538
K_C8.tsv	class	Bray-Curtis distance (unfiltered)		0.6117383946331314
K_C8.tsv	order	Bray-Curtis distance (unfiltered)		0.7098087684850078
K_C8.tsv	family	Bray-Curtis distance (unfiltered)		0.7663306576709574
K_C8.tsv	genus	Bray-Curtis distance (unfiltered)		0.8797821265064188
K_C8.tsv	species	Bray-Curtis distance (unfiltered)		0.9722061663507767
K_C8.tsv	strain	Bray-Curtis distance (unfiltered)		1.0
K_C8.tsv	superkingdom	Shannon diversity (unfiltered)		0.008487978620041255
K_C8.tsv	superkingdom	Shannon equitability (unfiltered)		0.007726091094731481
K_C8.tsv	phylum	Shannon diversity (unfiltered)		0.8717886559394735
K_C8.tsv	phylum	Shannon equitability (unfiltered)		0.4480107451840484
K_C8.tsv	class	Shannon diversity (unfiltered)		1.641648700148606
K_C8.tsv	class	Shannon equitability (unfiltered)		0.6220587486774825
K_C8.tsv	order	Shannon diversity (unfiltered)		1.8868116796529795
K_C8.tsv	order	Shannon equitability (unfiltered)		0.5265248243576678
K_C8.tsv	family	Shannon diversity (unfiltered)		1.8537930790274337
K_C8.tsv	family	Shannon equitability (unfiltered)		0.45851337423685984
K_C8.tsv	genus	Shannon diversity (unfiltered)		2.014683829816067
K_C8.tsv	genus	Shannon equitability (unfiltered)		0.462432517287805
K_C8.tsv	species	Shannon diversity (unfiltered)		2.2938767741609993
K_C8.tsv	species	Shannon equitability (unfiltered)		0.5515607744154077
K_C8.tsv	strain	Shannon diversity (unfiltered)		1.349792396172401
K_C8.tsv	strain	Shannon equitability (unfiltered)		0.753333479941888
K_C8.tsv	superkingdom	True positives (unfiltered)		1.0
K_C8.tsv	superkingdom	False negatives (unfiltered)		1.0
K_C8.tsv	superkingdom	False positives (unfiltered)		2.0
K_C8.tsv	superkingdom	Completeness (unfiltered)		0.5
K_C8.tsv	superkingdom	Purity (unfiltered)		0.3333333333333333
K_C8.tsv	superkingdom	F1 score (unfiltered)		0.4
K_C8.tsv	superkingdom	Jaccard index (unfiltered)		0.25
K_C8.tsv	phylum	True positives (unfiltered)		4.0
K_C8.tsv	phylum	False negatives (unfiltered)		2.0
K_C8.tsv	phylum	False positives (unfiltered)		3.0
K_C8.tsv	phylum	Completeness (unfiltered)		0.6666666666666666
K_C8.tsv	phylum	Purity (unfiltered)		0.5714285714285714
K_C8.tsv	phylum	F1 score (unfiltered)		0.6153846153846153
K_C8.tsv	phylum	Jaccard index (unfiltered)		0.4444444444444444
K_C8.tsv	class	True positives (unfiltered)		9.0
K_C8.tsv	class	False negatives (unfiltered)		3.0
K_C8.tsv	class	False positives (unfiltered)		5.0
K_C8.tsv	class	Completeness (unfiltered)		0.75
K_C8.tsv	class	Purity (unfiltered)		0.6428571428571429
K_C8.tsv	class	F1 score (unfiltered)		0.6923076923076924
K_C8.tsv	class	Jaccard index (unfiltered)		0.5294117647058824
K_C8.tsv	order	True positives (unfiltered)		12.0
K_C8.tsv	order	False negatives (unfiltered)		2.0
K_C8.tsv	order	False positives (unfiltered)		24.0
K_C8.tsv	order	Completeness (unfiltered)		0.8571428571428571
K_C8.tsv	order	Purity (unfiltered)		0.3333333333333333
K_C8.tsv	order	F1 score (unfiltered)		0.48
K_C8.tsv	order	Jaccard index (unfiltered)		0.3157894736842105
K_C8.tsv	family	True positives (unfiltered)		11.0
K_C8.tsv	family	False negatives (unfiltered)		5.0
K_C8.tsv	family	False positives (unfiltered)		46.0
K_C8.tsv	family	Completeness (unfiltered)		0.6875
K_C8.tsv	family	Purity (unfiltered)		0.19298245614035087
K_C8.tsv	family	F1 score (unfiltered)		0.30136986301369867
K_C8.tsv	family	Jaccard index (unfiltered)		0.1774193548387097
K_C8.tsv	genus	True positives (unfiltered)		9.0
K_C8.tsv	genus	False negatives (unfiltered)		13.0
K_C8.tsv	genus	False positives (unfiltered)		69.0
K_C8.tsv	genus	Completeness (unfiltered)		0.4090909090909091
K_C8.tsv	genus	Purity (unfiltered)		0.11538461538461539
K_C8.tsv	genus	F1 score (unfiltered)		0.18000000000000002
K_C8.tsv	genus	Jaccard index (unfiltered)		0.0989010989010989
K_C8.tsv	species	True positives (unfiltered)		4.0
K_C8.tsv	species	False negatives (unfiltered)		19.0
K_C8.tsv	species	False positives (unfiltered)		60.0
K_C8.tsv	species	Completeness (unfiltered)		0.17391304347826086
K_C8.tsv	species	Purity (unfiltered)		0.0625
K_C8.tsv	species	F1 score (unfiltered)		0.09195402298850575
K_C8.tsv	species	Jaccard index (unfiltered)		0.04819277108433735
K_C8.tsv	strain	True positives (unfiltered)		0.0
K_C8.tsv	strain	False negatives (unfiltered)		60.0
K_C8.tsv	strain	False positives (unfiltered)		6.0
K_C8.tsv	strain	Completeness (unfiltered)		0.0
K_C8.tsv	strain	Purity (unfiltered)		0.0
K_C8.tsv	strain	Jaccard index (unfiltered)		0.0
K_C8.tsv	superkingdom	L1 norm error (unfiltered)		0.36350514637233716
K_C8.tsv	phylum	L1 norm error (unfiltered)		1.1282780603799076
K_C8.tsv	class	L1 norm error (unfiltered)		1.2234767892662624
K_C8.tsv	order	L1 norm error (unfiltered)		1.4196175369700137
K_C8.tsv	family	L1 norm error (unfiltered)		1.5326613153419129
K_C8.tsv	genus	L1 norm error (unfiltered)		1.7595642530128341
K_C8.tsv	species	L1 norm error (unfiltered)		1.9444123327015572
K_C8.tsv	strain	L1 norm error (unfiltered)		2.000000000000001
K_C8.tsv	na	Weighted UniFrac error (unfiltered)		0.11188615795904991
K_C8.tsv	na	Unweighted UniFrac error (unfiltered)		1.3816627217636537
K_C8.tsv	na	Weighted UniFrac (CAMI) (unfiltered)		12.46353236892291
K_C8.tsv	na	Unweighted UniFrac (CAMI) (unfiltered)		1269.3943180414485
K_C8.tsv	superkingdom	Sum of abundances (unfiltered)		0.9999999999999999
K_C8.tsv	phylum	Sum of abundances (unfiltered)		1.0
K_C8.tsv	class	Sum of abundances (unfiltered)		0.9999999999999996
K_C8.tsv	order	Sum of abundances (unfiltered)		0.9999999999999989
K_C8.tsv	family	Sum of abundances (unfiltered)		0.9999999999999991
K_C8.tsv	genus	Sum of abundances (unfiltered)		0.9999999999999971
K_C8.tsv	species	Sum of abundances (unfiltered)		1.000000000000003
K_C8.tsv	strain	Sum of abundances (unfiltered)		1.0
K_C8.tsv	superkingdom	Taxon counts (unfiltered)		3.0
K_C8.tsv	phylum	Taxon counts (unfiltered)		7.0
K_C8.tsv	class	Taxon counts (unfiltered)		14.0
K_C8.tsv	order	Taxon counts (unfiltered)		36.0
K_C8.tsv	family	Taxon counts (unfiltered)		57.0
K_C8.tsv	genus	Taxon counts (unfiltered)		78.0
K_C8.tsv	species	Taxon counts (unfiltered)		64.0
K_C8.tsv	strain	Taxon counts (unfiltered)		6.0
K_C8.tsv	superkingdom	Bray-Curtis distance		0.18134929697778326
K_C8.tsv	phylum	Bray-Curtis distance		0.5717723280474285
K_C8.tsv	class	Bray-Curtis distance		0.6160484231912803
K_C8.tsv	order	Bray-Curtis distance		0.7095965761774289
K_C8.tsv	family	Bray-Curtis distance		0.7647961768919412
K_C8.tsv	genus	Bray-Curtis distance		0.879018584089369
K_C8.tsv	species	Bray-Curtis distance		0.9717879720944805
K_C8.tsv	strain	Bray-Curtis distance		1.0
K_C8.tsv	superkingdom	Shannon diversity		0.0009847361845379725
K_C8.tsv	superkingdom	Shannon equitability		0.0
K_C8.tsv	phylum	Shannon diversity		0.8181999470460295
K_C8.tsv	phylum	Shannon equitability		0.5902065030294597
K_C8.tsv	class	Shannon diversity		1.5477914688318046
K_C8.tsv	class	Shannon equitability		0.8638388664403938
K_C8.tsv	order	Shannon diversity		1.7129445834721782
K_C8.tsv	order	Shannon equitability		0.6893396110547323
K_C8.tsv	family	Shannon diversity		1.6533719632874286
K_C8.tsv	family	Shannon equitability		0.5273082485331521
K_C8.tsv	genus	Shannon diversity		1.8004220397138087
K_C8.tsv	genus	Shannon equitability		0.5242949179782235
K_C8.tsv	species	Shannon diversity		2.0929769089367367
K_C8.tsv	species	Shannon equitability		0.5753752123067698
K_C8.tsv	strain	Shannon diversity		1.349792396172401
K_C8.tsv	strain	Shannon equitability		0.753333479941888
K_C8.tsv	superkingdom	True positives		1.0
K_C8.tsv	superkingdom	False negatives		1.0
K_C8.tsv	superkingdom	False positives		0.0
K_C8.tsv	superkingdom	Completeness		0.5
K_C8.tsv	superkingdom	Purity		1.0
K_C8.tsv	superkingdom	F1 score		0.6666666666666666
K_C8.tsv	superkingdom	Jaccard index		0.5
K_C8.tsv	phylum	True positives		3.0
K_C8.tsv	phylum	False negatives		3.0
K_C8.tsv	phylum	False positives		1.0
K_C8.tsv	phylum	Completeness		0.5
K_C8.tsv	phylum	Purity		0.75
K_C8.tsv	phylum	F1 score		0.6
K_C8.tsv	phylum	Jaccard index		0.42857142857142855
K_C8.tsv	class	True positives		5.0
K_C8.tsv	class	False negatives		7.0
K_C8.tsv	class	False positives		1.0
K_C8.tsv	class	Completeness		0.4166666666666667
K_C8.tsv	class	Purity		0.8333333333333334
K_C8.tsv	class	F1 score		0.5555555555555556
